c
c This is glucose 2.1 --  based on MiniSAT (Many thanks to MiniSAT team)
c
c WARNING: for repeatability, setting FPU to use double precision
c ========================================[ Problem Statistics ]===========================================
c |                                                                                                       |
c |  Number of variables:        198080                                                                   |
c |  Number of clauses:          447890                                                                   |
c |  Parse time:                   0.14 s                                                                 |
c |                                                                                                       |
c ========================================[ MAGIC CONSTANTS ]==============================================
c | Constants are supposed to work well together :-)                                                      |
c | however, if you find better choices, please let us known...                                           |
c |-------------------------------------------------------------------------------------------------------|
c |                                |                                |                                     |
c | - Restarts:                    | - Reduce Clause DB:            | - Minimize Asserting:               |
c |   * LBD Queue    :     50      |   * First     :   4000         |    * size <  30                     |
c |   * Trail  Queue :   5000      |   * Inc       :    300         |    * lbd  <   6                     |
c |   * K            :   0.80      |   * Special   :   1000         |                                     |
c |   * R            :   1.40      |   * Protected :  (lbd)< 30     |                                     |
c |                                |                                |                                     |
c ==================================[ Search Statistics (every  10000 conflicts) ]=========================
c |                                                                                                       |
c |          RESTARTS           |          ORIGINAL         |              LEARNT              | Progress |
c |     3606        11      124 |  107280   436682   980444 |    17    73845     3719   376153 | 45.840 % |
c |     3645        16      126 |  107280   436682   980444 |    17    83845     3776   376153 | 45.840 % |
c |     3687        22      127 |  107280   436682   980444 |    18    48133     3809   421865 | 45.840 % |
c |     3736        24      128 |  107280   436682   980444 |    18    58133     3828   421865 | 45.840 % |
c |     3804        31      128 |  107280   436682   980444 |    18    68133     3850   421865 | 45.840 % |
c |     3872        39      129 |  107280   436682   980444 |    18    78133     3892   421865 | 45.840 % |
c |     3940        39      129 |  107280   436682   980444 |    18    88133     3924   421865 | 45.840 % |
c |     4012        40      129 |  107280   436682   980444 |    18    98133     3950   421865 | 45.840 % |
c |     4030        43      131 |  107280   436682   980444 |    19    60829     3960   469169 | 45.840 % |
c |     4079        43      132 |  107280   436682   980444 |    19    70829     3983   469169 | 45.840 % |
c |     4136        46      132 |  107280   436682   980444 |    19    80829     4019   469169 | 45.840 % |
c |     4190        47      133 |  107280   436682   980444 |    19    90829     4049   469169 | 45.840 % |
c |     4244        47      134 |  107280   436682   980444 |    19   100829     4071   469169 | 45.840 % |
c |     4294        48      135 |  107280   436682   980444 |    20    60709     4099   519289 | 45.840 % |
c |     4358        49      135 |  107280   436682   980444 |    20    70709     4121   519289 | 45.840 % |
c |     4421        55      135 |  107280   436682   980444 |    20    80709     4138   519289 | 45.840 % |
c |     4471        61      136 |  107280   436682   980444 |    20    90709     4158   519289 | 45.840 % |
c |     4544        68      136 |  107280   436682   980444 |    20   100709     4194   519289 | 45.840 % |
c |     4598        73      137 |  107280   436682   980444 |    20   110709     4241   519289 | 45.840 % |
c |     4635        73      138 |  107280   436682   980444 |    21    66308     4253   573690 | 45.840 % |
c |     4683        81      138 |  107280   436682   980444 |    21    76308     4272   573690 | 45.840 % |
c |     4724        83      139 |  107280   436682   980444 |    21    86308     4301   573690 | 45.840 % |
c |     4769        86      140 |  107280   436682   980444 |    21    96308     4316   573690 | 45.840 % |
c |     4819        93      141 |  107280   436682   980444 |    21   106308     4333   573690 | 45.840 % |
c |     4851        99      142 |  107280   436682   980444 |    22    61442     4356   628556 | 45.840 % |
c |     4892       100      143 |  107280   436682   980444 |    22    71442     4378   628556 | 45.840 % |
c |     4921       114      144 |  107280   436682   980444 |    22    81442     4403   628556 | 45.840 % |
c |     4968       114      144 |  107280   436682   980444 |    22    91442     4422   628556 | 45.840 % |
c |     5009       115      145 |  107280   436682   980444 |    22   101442     4438   628556 | 45.840 % |
c |     5034       132      147 |  107280   436682   980444 |    22   111442     4452   628556 | 45.840 % |
c |     5056       136      148 |  107280   436682   980444 |    23    61749     4453   688249 | 45.840 % |
c |     5091       145      149 |  107280   436682   980444 |    23    71749     4483   688249 | 45.840 % |
c |     5116       147      150 |  107280   436682   980444 |    23    81749     4544   688249 | 45.840 % |
c |     5139       153      151 |  107280   436682   980444 |    23    91749     4556   688249 | 45.840 % |
c |     5185       153      152 |  107280   436682   980444 |    23   101749     4570   688249 | 45.840 % |
c |     5216       153      153 |  107280   436682   980444 |    23   111749     4582   688249 | 45.840 % |
c |     5259       154      154 |  107280   436682   980444 |    23   121749     4590   688249 | 45.840 % |
c |     5288       159      155 |  107280   436682   980444 |    24    71195     4615   748803 | 45.840 % |
c |     5305       169      156 |  107280   436682   980444 |    24    81195     4651   748803 | 45.840 % |
c |     5327       170      157 |  107280   436682   980444 |    24    91195     4679   748803 | 45.840 % |
c |     5367       170      158 |  107280   436682   980444 |    24   101195     4695   748803 | 45.840 % |
c |     5409       181      158 |  107280   436682   980444 |    24   111195     4719   748803 | 45.840 % |
c |     5452       181      159 |  107280   436682   980444 |    24   121195     4764   748803 | 45.840 % |
c |     5480       190      160 |  107280   436682   980444 |    24   131195     4774   748803 | 45.840 % |
c |     5525       200      161 |  107280   436682   980444 |    25    78302     4788   811696 | 45.840 % |
c |     5574       200      161 |  107280   436682   980444 |    25    88302     4800   811696 | 45.840 % |
c |     5611       203      162 |  107280   436682   980444 |    25    98302     4840   811696 | 45.840 % |
c |     5646       203      162 |  107280   436682   980444 |    25   108302     4848   811696 | 45.840 % |
c |     5671       221      163 |  107280   436682   980444 |    25   118302     4852   811696 | 45.840 % |
c |     5719       221      164 |  107280   436682   980444 |    25   128302     4875   811696 | 45.840 % |
c |     5742       221      165 |  107280   436682   980444 |    26    71921     4893   878077 | 45.840 % |
c |     5799       224      165 |  107280   436682   980444 |    26    81921     4912   878077 | 45.840 % |
c |     5843       224      166 |  107280   436682   980444 |    26    91921     4945   878077 | 45.840 % |
c |     5869       224      166 |  107280   436682   980444 |    26   101921     4959   878077 | 45.840 % |
c |     5907       224      167 |  107280   436682   980444 |    26   111921     4982   878077 | 45.840 % |
c |     5959       225      167 |  107280   436682   980444 |    26   121921     5011   878077 | 45.840 % |
c |     6008       229      168 |  107280   436682   980444 |    26   131921     5026   878077 | 45.840 % |
c |     6055       229      168 |  107280   436682   980444 |    26   141921     5034   878077 | 45.840 % |
c |     6080       232      169 |  107280   436682   980444 |    27    83195     5044   946803 | 45.840 % |
c |     6125       235      169 |  107280   436682   980444 |    27    93195     5052   946803 | 45.840 % |
c |     6150       235      170 |  107280   436682   980444 |    27   103195     5063   946803 | 45.840 % |
c |     6194       244      171 |  107280   436682   980444 |    27   113195     5069   946803 | 45.840 % |
c |     6227       246      171 |  107280   436682   980444 |    27   123195     5087   946803 | 45.840 % |
c |     6270       251      172 |  107280   436682   980444 |    27   133195     5106   946803 | 45.840 % |
c |     6293       257      173 |  107280   436682   980444 |    27   143195     5114   946803 | 45.840 % |
c |     6325       259      173 |  107280   436682   980444 |    28    82713     5118  1017285 | 45.840 % |
c |     6371       260      174 |  107280   436682   980444 |    28    92713     5146  1017285 | 45.840 % |
c |     6396       261      175 |  107280   436682   980444 |    28   102713     5153  1017285 | 45.840 % |
c |     6433       265      175 |  107280   436682   980444 |    28   112713     5163  1017285 | 45.840 % |
c |     6477       265      176 |  107280   436682   980444 |    28   122713     5184  1017285 | 45.840 % |
c |     6532       267      176 |  107280   436682   980444 |    28   132713     5195  1017285 | 45.840 % |
c |     6560       276      176 |  107280   436682   980444 |    28   142713     5200  1017285 | 45.840 % |
c |     6611       277      176 |  107280   436682   980444 |    28   152713     5211  1017285 | 45.840 % |
c |     6647       278      177 |  107280   436682   980444 |    29    87954     5224  1092044 | 45.840 % |
c |     6692       280      177 |  107280   436682   980444 |    29    97954     5238  1092044 | 45.840 % |
c |     6729       290      178 |  107280   436682   980444 |    29   107954     5252  1092044 | 45.840 % |
c |     6772       293      178 |  107280   436682   980444 |    29   117954     5257  1092044 | 45.840 % |
c |     6801       294      179 |  107280   436682   980444 |    29   127954     5267  1092044 | 45.840 % |
c |     6852       297      179 |  107280   436682   980444 |    29   137954     5288  1092044 | 45.840 % |
c |     6910       297      179 |  107280   436682   980444 |    29   147954     5302  1092044 | 45.840 % |
c |     6910       297      180 |  107280   436682   980444 |    29   157954     5312  1092044 | 45.840 % |
c |     6910       297      182 |  107280   436682   980444 |    30    90743     5322  1169255 | 45.840 % |
c |     6912       297      183 |  107280   436682   980444 |    30   100743     5328  1169255 | 45.840 % |
c |     6949       304      184 |  107280   436682   980444 |    30   110743     5336  1169255 | 45.840 % |
c |     6978       307      184 |  107280   436682   980444 |    30   120743     5352  1169255 | 45.840 % |
c |     7009       307      185 |  107280   436682   980444 |    30   130743     5357  1169255 | 45.840 % |
c |     7021       314      186 |  107280   436682   980444 |    30   140743     5381  1169255 | 45.840 % |
c |     7025       320      187 |  107280   436682   980444 |    30   150743     5387  1169255 | 45.840 % |
c |     7025       320      189 |  107280   436682   980444 |    30   160743     5395  1169255 | 45.840 % |
c |     7031       331      190 |  107280   436682   980444 |    31    92270     5401  1247728 | 45.840 % |
c |     7055       335      191 |  107280   436682   980444 |    31   102270     5409  1247728 | 45.840 % |
c |     7104       335      191 |  107280   436682   980444 |    31   112270     5419  1247728 | 45.840 % |
c |     7153       336      191 |  107280   436682   980444 |    31   122270     5433  1247728 | 45.840 % |
c |     7204       336      191 |  107280   436682   980444 |    31   132270     5442  1247728 | 45.840 % |
c |     7250       339      191 |  107280   436682   980444 |    31   142270     5450  1247728 | 45.840 % |
c |     7307       340      191 |  107280   436682   980444 |    31   152270     5460  1247728 | 45.840 % |
c |     7349       341      191 |  107280   436682   980444 |    31   162270     5465  1247728 | 45.840 % |
c |     7377       343      192 |  107280   436682   980444 |    32    89205     5466  1330793 | 45.840 % |
c |     7405       346      193 |  107280   436682   980444 |    32    99205     5471  1330793 | 45.840 % |
c |     7440       347      193 |  107280   436682   980444 |    32   109205     5479  1330793 | 45.840 % |
c |     7471       349      194 |  107280   436682   980444 |    32   119205     5490  1330793 | 45.840 % |
c |     7496       349      194 |  107280   436682   980444 |    32   129205     5496  1330793 | 45.840 % |
c |     7524       357      195 |  107280   436682   980444 |    32   139205     5535  1330793 | 45.840 % |
c |     7551       359      196 |  107280   436682   980444 |    32   149205     5542  1330793 | 45.840 % |
c |     7571       360      196 |  107280   436682   980444 |    32   159205     5546  1330793 | 45.840 % |
c |     7610       360      197 |  107280   436682   980444 |    32   169205     5551  1330793 | 45.840 % |
c |     7665       364      196 |  107280   436682   980444 |    33    95543     5559  1414455 | 45.840 % |
c |     7702       365      197 |  107280   436682   980444 |    33   105543     5569  1414455 | 45.840 % |
c |     7734       368      197 |  107280   436682   980444 |    33   115543     5576  1414455 | 45.840 % |
c |     7755       372      198 |  107280   436682   980444 |    33   125543     5585  1414455 | 45.840 % |
c |     7786       376      199 |  107280   436682   980444 |    33   135543     5589  1414455 | 45.840 % |
c |     7819       381      199 |  107280   436682   980444 |    33   145543     5596  1414455 | 45.840 % |
c |     7856       381      199 |  107280   436682   980444 |    33   155543     5606  1414455 | 45.840 % |
c |     7894       384      200 |  107280   436682   980444 |    33   165543     5613  1414455 | 45.840 % |
c |     7935       386      200 |  107280   436682   980444 |    33   175543     5625  1414455 | 45.840 % |
c |     7965       395      200 |  107280   436682   980444 |    34   100305     5636  1499693 | 45.840 % |
c |     8012       397      200 |  107280   436682   980444 |    34   110305     5645  1499693 | 45.840 % |
c |     8043       402      201 |  107280   436682   980444 |    34   120305     5656  1499693 | 45.840 % |
c |     8065       421      202 |  107280   436682   980444 |    34   130305     5666  1499693 | 45.840 % |
c |     8099       426      202 |  107280   436682   980444 |    34   140305     5680  1499693 | 45.840 % |
c |     8116       427      203 |  107280   436682   980444 |    34   150305     5695  1499693 | 45.840 % |
c |     8153       427      203 |  107280   436682   980444 |    34   160305     5710  1499693 | 45.840 % |
c |     8180       427      204 |  107280   436682   980444 |    34   170305     5714  1499693 | 45.840 % |
c |     8227       433      204 |  107280   436682   980444 |    34   180305     5723  1499693 | 45.840 % |
c |     8234       433      205 |  107280   436682   980444 |    35    99406     5737  1590592 | 45.840 % |
c |     8238       435      206 |  107280   436682   980444 |    35   109406     5744  1590592 | 45.840 % |
c |     8238       435      207 |  107280   436682   980444 |    35   119406     5751  1590592 | 45.840 % |
c |     8268       438      208 |  107280   436682   980444 |    35   129406     5764  1590592 | 45.840 % |
c |     8319       447      207 |  107280   436682   980444 |    35   139406     5769  1590592 | 45.840 % |
c |     8361       452      208 |  107280   436682   980444 |    35   149406     5783  1590592 | 45.840 % |
c |     8387       457      208 |  107280   436682   980444 |    35   159406     5789  1590592 | 45.840 % |
c |     8422       458      208 |  107280   436682   980444 |    35   169406     5796  1590592 | 45.840 % |
c |     8450       461      209 |  107280   436682   980444 |    35   179406     5805  1590592 | 45.840 % |
c |     8499       471      209 |  107280   436682   980444 |    35   189406     5817  1590592 | 45.840 % |
c |     8542       472      209 |  107280   436682   980444 |    36   107206     5829  1682792 | 45.840 % |
c |     8573       485      209 |  107280   436682   980444 |    36   117206     5841  1682792 | 45.840 % |
c |     8587       492      210 |  107280   436682   980444 |    36   127206     5851  1682792 | 45.840 % |
c |     8613       496      211 |  107280   436682   980444 |    36   137206     5862  1682792 | 45.840 % |
c |     8647       502      211 |  107280   436682   980444 |    36   147206     5875  1682792 | 45.840 % |
c |     8680       510      211 |  107280   436682   980444 |    36   157206     5882  1682792 | 45.840 % |
c |     8692       528      212 |  107280   436682   980444 |    36   167206     5890  1682792 | 45.840 % |
c |     8719       533      213 |  107280   436682   980444 |    36   177206     5902  1682792 | 45.840 % |
c |     8741       536      213 |  107280   436682   980444 |    36   187206     5915  1682792 | 45.840 % |
c |     8744       540      215 |  107280   436682   980444 |    37   103299     5929  1776699 | 45.840 % |
c |     8750       540      216 |  107280   436682   980444 |    37   113299     5944  1776699 | 45.840 % |
c |     8783       551      216 |  107280   436682   980444 |    37   123299     5958  1776699 | 45.840 % |
c |     8814       554      216 |  107280   436682   980444 |    37   133299     5968  1776699 | 45.840 % |
c |     8823       554      217 |  107280   436682   980444 |    37   143299     5980  1776699 | 45.840 % |
c |     8850       564      218 |  107280   436682   980444 |    37   153299     5990  1776699 | 45.840 % |
c |     8884       568      218 |  107280   436682   980444 |    37   163299     6000  1776699 | 45.840 % |
c |     8934       569      218 |  107280   436682   980444 |    37   173299     6006  1776699 | 45.840 % |
c |     8963       573      218 |  107280   436682   980444 |    37   183299     6011  1776699 | 45.840 % |
c |     8978       573      219 |  107280   436682   980444 |    37   193299     6024  1776699 | 45.840 % |
c |     8996       577      220 |  107280   436682   980444 |    38   105716     6034  1874282 | 45.840 % |
c |     9033       578      220 |  107280   436682   980444 |    38   115716     6040  1874282 | 45.840 % |
c |     9062       586      220 |  107280   436682   980444 |    38   125716     6045  1874282 | 45.840 % |
c |     9073       595      221 |  107280   436682   980444 |    38   135716     6048  1874282 | 45.840 % |
c |     9111       602      221 |  107280   436682   980444 |    38   145716     6058  1874282 | 45.840 % |
c |     9141       602      222 |  107280   436682   980444 |    38   155716     6066  1874282 | 45.840 % |
c |     9163       607      222 |  107280   436682   980444 |    38   165716     6075  1874282 | 45.840 % |
c |     9185       612      223 |  107280   436682   980444 |    38   175716     6080  1874282 | 45.840 % |
c |     9206       613      223 |  107280   436682   980444 |    38   185716     6084  1874282 | 45.840 % |
c |     9235       615      224 |  107280   436682   980444 |    38   195716     6095  1874282 | 45.840 % |
c |     9263       624      224 |  107280   436682   980444 |    38   205716     6103  1874282 | 45.840 % |
c |     9296       635      224 |  107280   436682   980444 |    39   114612     6115  1975386 | 45.840 % |
c |     9317       637      225 |  107280   436682   980444 |    39   124612     6135  1975386 | 45.840 % |
c |     9333       639      226 |  107280   436682   980444 |    39   134612     6143  1975386 | 45.840 % |
c |     9374       639      226 |  107280   436682   980444 |    39   144612     6152  1975386 | 45.840 % |
c |     9395       644      226 |  107280   436682   980444 |    39   154612     6162  1975386 | 45.840 % |
c |     9403       644      227 |  107280   436682   980444 |    39   164612     6175  1975386 | 45.840 % |
c |     9438       655      227 |  107280   436682   980444 |    39   174612     6186  1975386 | 45.840 % |
c |     9462       663      228 |  107280   436682   980444 |    39   184612     6199  1975386 | 45.840 % |
c |     9485       663      228 |  107280   436682   980444 |    39   194612     6209  1975386 | 45.840 % |
c |     9504       665      229 |  107280   436682   980444 |    39   204612     6214  1975386 | 45.840 % |
c |     9530       668      229 |  107280   436682   980444 |    40   113566     6218  2076432 | 45.840 % |
c |     9553       677      230 |  107280   436682   980444 |    40   123566     6228  2076432 | 45.840 % |
c |     9570       678      230 |  107280   436682   980444 |    40   133566     6236  2076432 | 45.840 % |
c |     9619       679      230 |  107280   436682   980444 |    40   143566     6246  2076432 | 45.840 % |
c |     9645       687      231 |  107280   436682   980444 |    40   153566     6262  2076432 | 45.840 % |
c |     9667       688      231 |  107280   436682   980444 |    40   163566     6280  2076432 | 45.840 % |
c |     9687       688      232 |  107280   436682   980444 |    40   173566     6285  2076432 | 45.840 % |
c |     9698       689      233 |  107280   436682   980444 |    40   183566     6295  2076432 | 45.840 % |
c |     9739       690      233 |  107280   436682   980444 |    40   193566     6301  2076432 | 45.840 % |
c |     9770       694      233 |  107280   436682   980444 |    40   203566     6308  2076432 | 45.840 % |
c |     9791       702      233 |  107280   436682   980444 |    40   213566     6312  2076432 | 45.840 % |
c |     9814       702      234 |  107280   436682   980444 |    41   118342     6322  2181656 | 45.840 % |
c |     9835       704      234 |  107280   436682   980444 |    41   128342     6327  2181656 | 45.840 % |
c |     9865       730      235 |  107280   436682   980444 |    41   138342     6333  2181656 | 45.840 % |
c |     9889       730      235 |  107280   436682   980444 |    41   148342     6341  2181656 | 45.840 % |
c |     9923       735      235 |  107280   436682   980444 |    41   158342     6350  2181656 | 45.840 % |
c |     9947       736      236 |  107280   436682   980444 |    41   168342     6354  2181656 | 45.840 % |
c |     9985       741      236 |  107280   436682   980444 |    41   178342     6362  2181656 | 45.840 % |
c |    10006       741      236 |  107280   436682   980444 |    41   188342     6367  2181656 | 45.840 % |
c |    10032       745      237 |  107280   436682   980444 |    41   198342     6371  2181656 | 45.840 % |
c |    10050       746      237 |  107280   436682   980444 |    41   208342     6376  2181656 | 45.840 % |
c |    10085       753      237 |  107280   436682   980444 |    41   218342     6389  2181656 | 45.840 % |
c |    10098       757      238 |  107280   436682   980444 |    42   119373     6402  2290625 | 45.840 % |
c |    10115       760      239 |  107280   436682   980444 |    42   129373     6404  2290625 | 45.840 % |
c |    10140       769      239 |  107280   436682   980444 |    42   139373     6420  2290625 | 45.840 % |
c |    10170       769      239 |  107280   436682   980444 |    42   149373     6427  2290625 | 45.840 % |
c |    10205       772      240 |  107280   436682   980444 |    42   159373     6435  2290625 | 45.840 % |
c |    10236       773      240 |  107280   436682   980444 |    42   169373     6440  2290625 | 45.840 % |
c |    10264       790      240 |  107280   436682   980444 |    42   179373     6450  2290625 | 45.840 % |
c |    10296       791      240 |  107280   436682   980444 |    42   189373     6459  2290625 | 45.840 % |
c |    10325       791      241 |  107280   436682   980444 |    42   199373     6466  2290625 | 45.840 % |
c |    10357       793      241 |  107280   436682   980444 |    42   209373     6469  2290625 | 45.840 % |
c |    10397       794      241 |  107280   436682   980444 |    42   219373     6475  2290625 | 45.840 % |
c |    10415       807      241 |  107280   436682   980444 |    43   119483     6478  2400515 | 45.840 % |
c |    10448       807      242 |  107280   436682   980444 |    43   129483     6482  2400515 | 45.840 % |
c |    10470       807      242 |  107280   436682   980444 |    43   139483     6491  2400515 | 45.840 % |
c |    10475       807      243 |  107280   436682   980444 |    43   149483     6500  2400515 | 45.840 % |
c |    10499       809      243 |  107280   436682   980444 |    43   159483     6509  2400515 | 45.840 % |
c |    10536       813      243 |  107280   436682   980444 |    43   169483     6511  2400515 | 45.840 % |
c |    10556       818      244 |  107280   436682   980444 |    43   179483     6517  2400515 | 45.840 % |
c |    10577       821      244 |  107280   436682   980444 |    43   189483     6523  2400515 | 45.840 % |
c |    10607       822      245 |  107280   436682   980444 |    43   199483     6528  2400515 | 45.840 % |
c |    10619       823      245 |  107280   436682   980444 |    43   209483     6546  2400515 | 45.840 % |
c |    10663       827      245 |  107280   436682   980444 |    43   219483     6552  2400515 | 45.840 % |
c |    10703       827      245 |  107280   436682   980444 |    43   229483     6562  2400515 | 45.840 % |
c |    10717       828      246 |  107280   436682   980444 |    44   129113     6565  2510885 | 45.840 % |
c |    10750       830      246 |  107280   436682   980444 |    44   139113     6567  2510885 | 45.840 % |
c |    10762       830      247 |  107280   436682   980444 |    44   149113     6576  2510885 | 45.840 % |
c |    10788       843      247 |  107280   436682   980444 |    44   159113     6587  2510885 | 45.840 % |
c |    10824       849      247 |  107280   436682   980444 |    44   169113     6591  2510885 | 45.840 % |
c |    10855       854      247 |  107280   436682   980444 |    44   179113     6595  2510885 | 45.840 % |
c |    10876       866      248 |  107280   436682   980444 |    44   189113     6602  2510885 | 45.840 % |
c |    10892       871      248 |  107280   436682   980444 |    44   199113     6612  2510885 | 45.840 % |
c |    10920       878      249 |  107280   436682   980444 |    44   209113     6626  2510885 | 45.840 % |
c |    10940       878      249 |  107280   436682   980444 |    44   219113     6633  2510885 | 45.840 % |
c |    10982       878      249 |  107280   436682   980444 |    44   229113     6645  2510885 | 45.840 % |
c |    11028       880      249 |  107280   436682   980444 |    44   239113     6649  2510885 | 45.840 % |
c |    11056       881      249 |  107280   436682   980444 |    45   129467     6658  2630531 | 45.840 % |
c |    11094       884      249 |  107280   436682   980444 |    45   139467     6664  2630531 | 45.840 % |
c |    11120       891      250 |  107280   436682   980444 |    45   149467     6666  2630531 | 45.840 % |
c |    11145       903      250 |  107280   436682   980444 |    45   159467     6671  2630531 | 45.840 % |
c |    11159       903      250 |  107280   436682   980444 |    45   169467     6676  2630531 | 45.840 % |
c |    11191       905      251 |  107280   436682   980444 |    45   179467     6679  2630531 | 45.840 % |
c |    11210       906      251 |  107280   436682   980444 |    45   189467     6688  2630531 | 45.840 % |
c |    11228       906      252 |  107280   436682   980444 |    45   199467     6692  2630531 | 45.840 % |
c |    11245       911      252 |  107280   436682   980444 |    45   209467     6700  2630531 | 45.840 % |
c |    11258       917      253 |  107280   436682   980444 |    45   219467     6706  2630531 | 45.840 % |
c |    11287       917      253 |  107280   436682   980444 |    45   229467     6709  2630531 | 45.840 % |
c |    11316       920      253 |  107280   436682   980444 |    45   239467     6716  2630531 | 45.840 % |
c |    11319       920      254 |  107280   436682   980444 |    46   134237     6719  2745761 | 45.840 % |
c |    11339       928      254 |  107280   436682   980444 |    46   144237     6725  2745761 | 45.840 % |
c |    11372       933      255 |  107280   436682   980444 |    46   154237     6738  2745761 | 45.840 % |
c |    11388       939      255 |  107280   436682   980444 |    46   164237     6741  2745761 | 45.840 % |
c |    11406       943      256 |  107280   436682   980444 |    46   174237     6750  2745761 | 45.840 % |
c |    11424       948      256 |  107280   436682   980444 |    46   184237     6758  2745761 | 45.840 % |
c |    11450       955      256 |  107280   436682   980444 |    46   194237     6764  2745761 | 45.840 % |
c |    11472       957      257 |  107280   436682   980444 |    46   204237     6771  2745761 | 45.840 % |
