c
c This is glucose 2.1 --  based on MiniSAT (Many thanks to MiniSAT team)
c
c WARNING: for repeatability, setting FPU to use double precision
c ========================================[ Problem Statistics ]===========================================
c |                                                                                                       |
c |  Number of variables:        370690                                                                   |
c |  Number of clauses:          908553                                                                   |
c |  Parse time:                   0.28 s                                                                 |
c |                                                                                                       |
c ========================================[ MAGIC CONSTANTS ]==============================================
c | Constants are supposed to work well together :-)                                                      |
c | however, if you find better choices, please let us known...                                           |
c |-------------------------------------------------------------------------------------------------------|
c |                                |                                |                                     |
c | - Restarts:                    | - Reduce Clause DB:            | - Minimize Asserting:               |
c |   * LBD Queue    :     50      |   * First     :   4000         |    * size <  30                     |
c |   * Trail  Queue :   5000      |   * Inc       :    300         |    * lbd  <   6                     |
c |   * K            :   0.80      |   * Special   :   1000         |                                     |
c |   * R            :   1.40      |   * Protected :  (lbd)< 30     |                                     |
c |                                |                                |                                     |
c ==================================[ Search Statistics (every  10000 conflicts) ]=========================
c |                                                                                                       |
c |          RESTARTS           |          ORIGINAL         |              LEARNT              | Progress |
c |     3634         0      121 |  212552   892953  1997858 |    17    65072     3993   374927 | 42.660 % |
c |     3705         0      121 |  212552   892953  1997858 |    17    75072     4039   374927 | 42.660 % |
c |     3810         0      120 |  212552   892953  1997858 |    17    85072     4070   374927 | 42.660 % |
c |     3854         0      121 |  212552   892953  1997858 |    18    49351     4106   420648 | 42.660 % |
c |     3908         0      122 |  212552   892953  1997858 |    18    59351     4128   420648 | 42.660 % |
c |     3934        23      124 |  212552   892953  1997858 |    18    69351     4151   420648 | 42.660 % |
c |     4008        23      124 |  212552   892953  1997858 |    18    79351     4190   420648 | 42.660 % |
c |     4076        23      125 |  212552   892953  1997858 |    18    89351     4217   420648 | 42.660 % |
c |     4141        23      125 |  212552   892953  1997858 |    18    99351     4245   420648 | 42.660 % |
c |     4188        23      126 |  212552   892953  1997858 |    19    59758     4284   470241 | 42.660 % |
c |     4249        23      127 |  212552   892953  1997858 |    19    69758     4313   470241 | 42.660 % |
c |     4331        23      126 |  212552   892953  1997858 |    19    79758     4350   470241 | 42.660 % |
c |     4402        23      127 |  212552   892953  1997858 |    19    89758     4412   470241 | 42.660 % |
c |     4433        23      128 |  212552   892953  1997858 |    19    99758     4445   470241 | 42.660 % |
c |     4484        23      129 |  212552   892953  1997858 |    20    59767     4466   520232 | 42.660 % |
c |     4562        23      129 |  212552   892953  1997858 |    20    69767     4498   520232 | 42.660 % |
c |     4629        23      129 |  212552   892953  1997858 |    20    79767     4521   520232 | 42.660 % |
c |     4697        23      129 |  212552   892953  1997858 |    20    89767     4550   520232 | 42.660 % |
c |     4737        23      130 |  212552   892953  1997858 |    20    99767     4574   520232 | 42.660 % |
c |     4823        23      130 |  212552   892953  1997858 |    20   109767     4623   520232 | 42.660 % |
c |     4880        23      131 |  212552   892953  1997858 |    21    65655     4644   574344 | 42.660 % |
c |     4942        23      131 |  212552   892953  1997858 |    21    75655     4661   574344 | 42.660 % |
c |     5011        23      131 |  212552   892953  1997858 |    21    85655     4679   574344 | 42.660 % |
c |     5091        23      131 |  212552   892953  1997858 |    21    95655     4723   574344 | 42.660 % |
c |     5161        23      131 |  212552   892953  1997858 |    21   105655     4751   574344 | 42.660 % |
c |     5237        23      131 |  212552   892953  1997858 |    22    59825     4771   630174 | 42.660 % |
c |     5292        23      132 |  212552   892953  1997858 |    22    69825     4793   630174 | 42.660 % |
c |     5339        23      132 |  212552   892953  1997858 |    22    79825     4813   630174 | 42.660 % |
c |     5381        26      133 |  212552   892953  1997858 |    22    89825     4835   630174 | 42.660 % |
c |     5451        26      133 |  212552   892953  1997858 |    22    99825     4857   630174 | 42.660 % |
c |     5529        26      133 |  212552   892953  1997858 |    22   109825     4896   630174 | 42.660 % |
c |     5613        26      133 |  212552   892953  1997858 |    23    61278     4930   688721 | 42.660 % |
c |     5680        26      133 |  212552   892953  1997858 |    23    71278     4957   688721 | 42.660 % |
c |     5744        26      134 |  212552   892953  1997858 |    23    81278     4986   688721 | 42.660 % |
c |     5788        31      134 |  212552   892953  1997858 |    23    91278     4993   688721 | 42.660 % |
c |     5843        31      135 |  212552   892953  1997858 |    23   101278     5008   688721 | 42.660 % |
c |     5901        31      135 |  212552   892953  1997858 |    23   111278     5025   688721 | 42.660 % |
c |     5948        31      136 |  212552   892953  1997858 |    23   121278     5045   688721 | 42.660 % |
c |     6001        31      136 |  212552   892953  1997858 |    24    68892     5072   751107 | 42.660 % |
c |     6060        31      136 |  212552   892953  1997858 |    24    78892     5091   751107 | 42.660 % |
c |     6111        31      137 |  212518   892919  1997756 |    24    88891     5114   751107 | 42.670 % |
c |     6178        31      137 |  212518   892919  1997756 |    24    98891     5138   751107 | 42.670 % |
c |     6257        31      137 |  212518   892919  1997756 |    24   108891     5157   751107 | 42.670 % |
c |     6324        31      137 |  212518   892919  1997756 |    24   118891     5178   751107 | 42.670 % |
c |     6399        31      137 |  212518   892919  1997756 |    24   128891     5196   751107 | 42.670 % |
c |     6457        31      137 |  212518   892919  1997756 |    25    76847     5220   813151 | 42.670 % |
c |     6526        31      137 |  212518   892919  1997756 |    25    86847     5242   813151 | 42.670 % |
c |     6587        33      138 |  212518   892919  1997756 |    25    96847     5255   813151 | 42.670 % |
c |     6671        33      137 |  212518   892919  1997756 |    25   106847     5276   813151 | 42.670 % |
c |     6740        33      137 |  212518   892919  1997756 |    25   116847     5303   813151 | 42.670 % |
c |     6811        33      138 |  212518   892919  1997756 |    25   126847     5334   813151 | 42.670 % |
c |     6866        33      138 |  212518   892919  1997756 |    26    69421     5343   880577 | 42.670 % |
c |     6947        33      138 |  212518   892919  1997756 |    26    79421     5359   880577 | 42.670 % |
c |     7015        33      138 |  212518   892919  1997756 |    26    89421     5380   880577 | 42.670 % |
c |     7091        33      138 |  212518   892919  1997756 |    26    99421     5396   880577 | 42.670 % |
c |     7161        33      138 |  212518   892919  1997756 |    26   109421     5406   880577 | 42.670 % |
c |     7206        33      138 |  212518   892919  1997756 |    26   119421     5412   880577 | 42.670 % |
c |     7264        33      139 |  212518   892919  1997756 |    26   129421     5431   880577 | 42.670 % |
c |     7324        33      139 |  212518   892919  1997756 |    26   139421     5448   880577 | 42.670 % |
c |     7365        33      139 |  212518   892919  1997756 |    27    80424     5461   949574 | 42.670 % |
c |     7414        33      140 |  212518   892919  1997756 |    27    90424     5475   949574 | 42.670 % |
c |     7451        33      140 |  212518   892919  1997756 |    27   100424     5482   949574 | 42.670 % |
c |     7495        44      141 |  212518   892919  1997756 |    27   110424     5496   949574 | 42.670 % |
c |     7555        46      141 |  212518   892919  1997756 |    27   120424     5514   949574 | 42.670 % |
c |     7614        49      141 |  212518   892919  1997756 |    27   130424     5530   949574 | 42.670 % |
c |     7678        49      141 |  212518   892919  1997756 |    27   140424     5549   949574 | 42.670 % |
c |     7745        49      142 |  212518   892919  1997756 |    28    78513     5560  1021485 | 42.670 % |
c |     7772        63      142 |  212518   892919  1997756 |    28    88513     5589  1021485 | 42.670 % |
c |     7828        63      143 |  212518   892919  1997756 |    28    98513     5605  1021485 | 42.670 % |
c |     7873        63      143 |  212504   892905  1997714 |    28   108512     5623  1021485 | 42.673 % |
c |     7895        69      144 |  212504   892905  1997714 |    28   118512     5642  1021485 | 42.673 % |
c |     7954        69      144 |  212504   892905  1997714 |    28   128512     5657  1021485 | 42.673 % |
c |     7994        69      145 |  212504   892905  1997714 |    28   138512     5665  1021485 | 42.673 % |
c |     8058        69      145 |  212504   892905  1997714 |    28   148512     5682  1021485 | 42.673 % |
c |     8125        69      145 |  212504   892905  1997714 |    29    85087     5713  1094910 | 42.673 % |
c |     8185        69      145 |  212504   892905  1997714 |    29    95087     5732  1094910 | 42.673 % |
c |     8227        69      145 |  212504   892905  1997714 |    29   105087     5749  1094910 | 42.673 % |
c |     8286        69      146 |  212504   892905  1997714 |    29   115087     5759  1094910 | 42.673 % |
c |     8329        69      146 |  212504   892905  1997714 |    29   125087     5771  1094910 | 42.673 % |
c |     8385        69      146 |  212504   892905  1997714 |    29   135087     5785  1094910 | 42.673 % |
c |     8396        69      147 |  212504   892905  1997714 |    29   145087     5787  1094910 | 42.673 % |
c |     8437        69      148 |  212504   892905  1997714 |    29   155087     5789  1094910 | 42.673 % |
c |     8493        87      148 |  212504   892905  1997714 |    30    87068     5820  1172929 | 42.673 % |
c |     8554        87      148 |  212504   892905  1997714 |    30    97068     5839  1172929 | 42.673 % |
c |     8597        87      148 |  212504   892905  1997714 |    30   107068     5857  1172929 | 42.673 % |
c |     8646        87      149 |  212504   892905  1997714 |    30   117068     5865  1172929 | 42.673 % |
c |     8699        87      149 |  212504   892905  1997714 |    30   127068     5874  1172929 | 42.673 % |
c |     8749        88      149 |  212504   892905  1997714 |    30   137068     5884  1172929 | 42.673 % |
c |     8813        90      149 |  212482   892883  1997648 |    30   147067     5908  1172929 | 42.679 % |
c |     8868        90      149 |  212482   892883  1997648 |    30   157067     5921  1172929 | 42.679 % |
c |     8917        90      150 |  212482   892883  1997648 |    31    89335     5934  1250661 | 42.679 % |
c |     8959        90      150 |  212482   892883  1997648 |    31    99335     5954  1250661 | 42.679 % |
c |     9024        90      150 |  212482   892883  1997648 |    31   109335     5967  1250661 | 42.679 % |
c |     9061        90      151 |  212482   892883  1997648 |    31   119335     5977  1250661 | 42.679 % |
c |     9089        90      151 |  212482   892883  1997648 |    31   129335     5983  1250661 | 42.679 % |
c |     9135        90      152 |  212482   892883  1997648 |    31   139335     5994  1250661 | 42.679 % |
c |     9212        90      151 |  212482   892883  1997648 |    31   149335     6006  1250661 | 42.679 % |
c |     9257        91      152 |  212482   892883  1997648 |    31   159335     6016  1250661 | 42.679 % |
c |     9312        91      152 |  212482   892883  1997648 |    32    85933     6038  1334063 | 42.679 % |
c |     9365        91      152 |  212482   892883  1997648 |    32    95933     6053  1334063 | 42.679 % |
c |     9413        96      152 |  212482   892883  1997648 |    32   105933     6060  1334063 | 42.679 % |
c |     9439        96      153 |  212482   892883  1997648 |    32   115933     6065  1334063 | 42.679 % |
c |     9492        96      153 |  212482   892883  1997648 |    32   125933     6086  1334063 | 42.679 % |
c |     9550        96      153 |  212482   892883  1997648 |    32   135933     6098  1334063 | 42.679 % |
c |     9612        96      153 |  212482   892883  1997648 |    32   145933     6117  1334063 | 42.679 % |
c |     9675        96      154 |  212482   892883  1997648 |    32   155933     6126  1334063 | 42.679 % |
c |     9739        97      154 |  212482   892883  1997648 |    32   165933     6142  1334063 | 42.679 % |
c |     9803        98      154 |  212482   892883  1997648 |    33    90984     6158  1419012 | 42.679 % |
c |     9866        98      154 |  212482   892883  1997648 |    33   100984     6171  1419012 | 42.679 % |
c |     9888        99      154 |  212482   892883  1997648 |    33   110984     6177  1419012 | 42.679 % |
c |     9949        99      154 |  212482   892883  1997648 |    33   120984     6190  1419012 | 42.679 % |
c |    10032        99      154 |  212482   892883  1997648 |    33   130984     6205  1419012 | 42.679 % |
c |    10085        99      154 |  212482   892883  1997648 |    33   140984     6212  1419012 | 42.679 % |
c |    10145        99      154 |  212482   892883  1997648 |    33   150984     6226  1419012 | 42.679 % |
c |    10224        99      154 |  212482   892883  1997648 |    33   160984     6240  1419012 | 42.679 % |
c |    10282        99      154 |  212482   892883  1997648 |    33   170984     6251  1419012 | 42.679 % |
c |    10346        99      154 |  212482   892883  1997648 |    34    93226     6273  1506770 | 42.679 % |
c |    10413        99      154 |  212474   892875  1997624 |    34   103225     6278  1506770 | 42.681 % |
c |    10452        99      154 |  212474   892875  1997624 |    34   113225     6291  1506770 | 42.681 % |
c |    10458        99      155 |  212474   892875  1997624 |    34   123225     6299  1506770 | 42.681 % |
c |    10535       124      155 |  212474   892875  1997624 |    34   133225     6311  1506770 | 42.681 % |
c |    10570       126      156 |  212474   892875  1997624 |    34   143225     6318  1506770 | 42.681 % |
c |    10607       126      156 |  212474   892875  1997624 |    34   153225     6323  1506770 | 42.681 % |
c |    10668       126      156 |  212474   892875  1997624 |    34   163225     6331  1506770 | 42.681 % |
c |    10740       126      156 |  212474   892875  1997624 |    34   173225     6340  1506770 | 42.681 % |
c |    10789       126      156 |  212474   892875  1997624 |    35    93189     6353  1596806 | 42.681 % |
c |    10817       138      157 |  212474   892875  1997624 |    35   103189     6362  1596806 | 42.681 % |
c |    10892       138      156 |  212474   892875  1997624 |    35   113189     6375  1596806 | 42.681 % |
c |    10970       138      156 |  212474   892875  1997624 |    35   123189     6388  1596806 | 42.681 % |
c |    11035       138      156 |  212474   892875  1997624 |    35   133189     6406  1596806 | 42.681 % |
c |    11109       138      156 |  212474   892875  1997624 |    35   143189     6415  1596806 | 42.681 % |
c |    11165       138      156 |  212474   892875  1997624 |    35   153189     6425  1596806 | 42.681 % |
c |    11227       138      156 |  212474   892875  1997624 |    35   163189     6432  1596806 | 42.681 % |
c |    11286       138      156 |  212474   892875  1997624 |    35   173189     6442  1596806 | 42.681 % |
c |    11308       139      157 |  212474   892875  1997624 |    35   183189     6451  1596806 | 42.681 % |
c |    11357       141      157 |  212474   892875  1997624 |    36   100812     6463  1689183 | 42.681 % |
c |    11405       141      157 |  212474   892875  1997624 |    36   110812     6473  1689183 | 42.681 % |
c |    11467       141      157 |  212474   892875  1997624 |    36   120812     6488  1689183 | 42.681 % |
c |    11523       141      157 |  212474   892875  1997624 |    36   130812     6503  1689183 | 42.681 % |
c |    11608       141      157 |  212474   892875  1997624 |    36   140812     6512  1689183 | 42.681 % |
c |    11665       141      157 |  212474   892875  1997624 |    36   150812     6522  1689183 | 42.681 % |
c |    11717       141      157 |  212474   892875  1997624 |    36   160812     6532  1689183 | 42.681 % |
c |    11762       141      158 |  212474   892875  1997624 |    36   170812     6540  1689183 | 42.681 % |
c |    11818       141      158 |  212474   892875  1997624 |    36   180812     6551  1689183 | 42.681 % |
c |    11880       141      158 |  212474   892875  1997624 |    37    96982     6557  1783013 | 42.681 % |
c |    11918       141      158 |  212474   892875  1997624 |    37   106982     6566  1783013 | 42.681 % |
c |    11992       141      158 |  212474   892875  1997624 |    37   116982     6577  1783013 | 42.681 % |
c |    12021       141      158 |  212474   892875  1997624 |    37   126982     6589  1783013 | 42.681 % |
c |    12048       141      159 |  212474   892875  1997624 |    37   136982     6596  1783013 | 42.681 % |
c |    12117       142      159 |  212474   892875  1997624 |    37   146982     6612  1783013 | 42.681 % |
c |    12163       142      159 |  212474   892875  1997624 |    37   156982     6623  1783013 | 42.681 % |
c |    12230       142      159 |  212474   892875  1997624 |    37   166982     6629  1783013 | 42.681 % |
c |    12287       142      159 |  212474   892875  1997624 |    37   176982     6642  1783013 | 42.681 % |
c |    12342       142      159 |  212474   892875  1997624 |    37   186982     6649  1783013 | 42.681 % |
c |    12388       142      159 |  212474   892875  1997624 |    38    98614     6657  1881381 | 42.681 % |
c |    12423       142      160 |  212474   892875  1997624 |    38   108614     6658  1881381 | 42.681 % |
c |    12479       142      160 |  212474   892875  1997624 |    38   118614     6667  1881381 | 42.681 % |
c |    12525       142      160 |  212474   892875  1997624 |    38   128614     6685  1881381 | 42.681 % |
c |    12556       143      160 |  212474   892875  1997624 |    38   138614     6700  1881381 | 42.681 % |
c |    12581       147      161 |  212474   892875  1997624 |    38   148614     6712  1881381 | 42.681 % |
c |    12651       148      161 |  212474   892875  1997624 |    38   158614     6718  1881381 | 42.681 % |
c |    12704       148      161 |  212474   892875  1997624 |    38   168614     6734  1881381 | 42.681 % |
c |    12764       148      161 |  212474   892875  1997624 |    38   178614     6743  1881381 | 42.681 % |
c |    12815       148      161 |  212474   892875  1997624 |    38   188614     6748  1881381 | 42.681 % |
c |    12885       148      161 |  212474   892875  1997624 |    38   198614     6762  1881381 | 42.681 % |
c |    12975       148      161 |  212474   892875  1997624 |    39   108578     6771  1981417 | 42.681 % |
c |    13016       148      161 |  212474   892875  1997624 |    39   118578     6776  1981417 | 42.681 % |
c |    13060       148      161 |  212474   892875  1997624 |    39   128578     6778  1981417 | 42.681 % |
c |    13092       148      161 |  212474   892875  1997624 |    39   138578     6785  1981417 | 42.681 % |
c |    13138       148      162 |  212474   892875  1997624 |    39   148578     6790  1981417 | 42.681 % |
c |    13201       148      162 |  212474   892875  1997624 |    39   158578     6806  1981417 | 42.681 % |
c |    13243       149      162 |  212474   892875  1997624 |    39   168578     6809  1981417 | 42.681 % |
c |    13310       149      162 |  212474   892875  1997624 |    39   178578     6814  1981417 | 42.681 % |
c |    13369       149      162 |  212474   892875  1997624 |    39   188578     6825  1981417 | 42.681 % |
c |    13435       149      162 |  212474   892875  1997624 |    39   198578     6830  1981417 | 42.681 % |
c |    13499       149      162 |  212474   892875  1997624 |    40   105358     6836  2084637 | 42.681 % |
c |    13547       149      162 |  212474   892875  1997624 |    40   115358     6841  2084637 | 42.681 % |
c |    13623       149      162 |  212474   892875  1997624 |    40   125358     6852  2084637 | 42.681 % |
c |    13683       149      162 |  212474   892875  1997624 |    40   135358     6866  2084637 | 42.681 % |
c |    13745       149      162 |  212474   892875  1997624 |    40   145358     6873  2084637 | 42.681 % |
c |    13805       149      162 |  212474   892875  1997624 |    40   155358     6878  2084637 | 42.681 % |
c |    13864       149      162 |  212474   892875  1997624 |    40   165358     6887  2084637 | 42.681 % |
c |    13916       149      162 |  212474   892875  1997624 |    40   175358     6894  2084637 | 42.681 % |
c |    13967       149      162 |  212474   892875  1997624 |    40   185358     6898  2084637 | 42.681 % |
c |    14027       149      162 |  212474   892875  1997624 |    40   195358     6923  2084637 | 42.681 % |
c |    14097       149      162 |  212474   892875  1997624 |    40   205358     6928  2084637 | 42.681 % |
c |    14158       149      162 |  212474   892875  1997624 |    41   109938     6934  2190057 | 42.681 % |
c |    14182       149      162 |  212474   892875  1997624 |    41   119938     6935  2190057 | 42.681 % |
c |    14203       149      163 |  212474   892875  1997624 |    41   129938     6939  2190057 | 42.681 % |
c |    14242       149      163 |  212474   892875  1997624 |    41   139938     6941  2190057 | 42.681 % |
c |    14310       149      163 |  212474   892875  1997624 |    41   149938     6951  2190057 | 42.681 % |
c |    14368       149      163 |  212474   892875  1997624 |    41   159938     6955  2190057 | 42.681 % |
c |    14413       152      163 |  212474   892875  1997624 |    41   169938     6959  2190057 | 42.681 % |
c |    14466       152      163 |  212474   892875  1997624 |    41   179938     6966  2190057 | 42.681 % |
c |    14533       152      163 |  212474   892875  1997624 |    41   189938     6976  2190057 | 42.681 % |
c |    14596       152      163 |  212474   892875  1997624 |    41   199938     6986  2190057 | 42.681 % |
c |    14643       152      163 |  212474   892875  1997624 |    41   209938     6989  2190057 | 42.681 % |
c |    14717       152      163 |  212474   892875  1997624 |    42   112072     7002  2297923 | 42.681 % |
c |    14771       152      163 |  212474   892875  1997624 |    42   122072     7015  2297923 | 42.681 % |
c |    14813       153      164 |  212474   892875  1997624 |    42   132072     7018  2297923 | 42.681 % |
c |    14857       153      164 |  212474   892875  1997624 |    42   142072     7021  2297923 | 42.681 % |
c |    14875       153      164 |  212474   892875  1997624 |    42   152072     7024  2297923 | 42.681 % |
c |    14916       153      164 |  212474   892875  1997624 |    42   162072     7032  2297923 | 42.681 % |
c |    14956       153      165 |  212474   892875  1997624 |    42   172072     7039  2297923 | 42.681 % |
c |    14990       153      165 |  212474   892875  1997624 |    42   182072     7050  2297923 | 42.681 % |
c |    15023       159      165 |  212474   892875  1997624 |    42   192072     7057  2297923 | 42.681 % |
c |    15081       160      165 |  212474   892875  1997624 |    42   202072     7065  2297923 | 42.681 % |
c |    15127       161      165 |  212474   892875  1997624 |    42   212072     7069  2297923 | 42.681 % |
c |    15201       161      165 |  212474   892875  1997624 |    43   111373     7070  2408622 | 42.681 % |
c |    15252       161      165 |  212474   892875  1997624 |    43   121373     7074  2408622 | 42.681 % |
c |    15307       161      165 |  212474   892875  1997624 |    43   131373     7080  2408622 | 42.681 % |
c |    15310       161      166 |  212474   892875  1997624 |    43   141373     7081  2408622 | 42.681 % |
c |    15336       169      166 |  212474   892875  1997624 |    43   151373     7085  2408622 | 42.681 % |
c |    15392       169      166 |  212474   892875  1997624 |    43   161373     7087  2408622 | 42.681 % |
c |    15454       170      166 |  212474   892875  1997624 |    43   171373     7095  2408622 | 42.681 % |
c |    15509       170      166 |  212474   892875  1997624 |    43   181373     7104  2408622 | 42.681 % |
c |    15541       173      167 |  212474   892875  1997624 |    43   191373     7107  2408622 | 42.681 % |
c |    15615       173      167 |  212474   892875  1997624 |    43   201373     7117  2408622 | 42.681 % |
c |    15647       173      167 |  212474   892875  1997624 |    43   211373     7124  2408622 | 42.681 % |
c |    15676       173      167 |  212474   892875  1997624 |    43   221373     7127  2408622 | 42.681 % |
c |    15718       173      167 |  212474   892875  1997624 |    44   117930     7133  2522065 | 42.681 % |
c |    15746       175      168 |  212474   892875  1997624 |    44   127930     7138  2522065 | 42.681 % |
c |    15803       175      168 |  212474   892875  1997624 |    44   137930     7144  2522065 | 42.681 % |
c |    15856       175      168 |  212474   892875  1997624 |    44   147930     7145  2522065 | 42.681 % |
c |    15916       175      168 |  212474   892875  1997624 |    44   157930     7151  2522065 | 42.681 % |
c |    15966       175      168 |  212474   892875  1997624 |    44   167930     7159  2522065 | 42.681 % |
c |    16029       175      168 |  212474   892875  1997624 |    44   177930     7168  2522065 | 42.681 % |
c |    16089       175      168 |  212474   892875  1997624 |    44   187930     7177  2522065 | 42.681 % |
c |    16134       175      168 |  212474   892875  1997624 |    44   197930     7181  2522065 | 42.681 % |
c |    16194       175      168 |  212474   892875  1997624 |    44   207930     7192  2522065 | 42.681 % |
c |    16273       175      168 |  212474   892875  1997624 |    44   217930     7203  2522065 | 42.681 % |
c |    16326       175      168 |  212474   892875  1997624 |    44   227930     7222  2522065 | 42.681 % |
c |    16402       175      168 |  212474   892875  1997624 |    45   122140     7227  2637855 | 42.681 % |
c |    16466       175      168 |  212474   892875  1997624 |    45   132140     7233  2637855 | 42.681 % |
c |    16527       175      168 |  212474   892875  1997624 |    45   142140     7239  2637855 | 42.681 % |
c |    16614       175      167 |  212474   892875  1997624 |    45   152140     7245  2637855 | 42.681 % |
c |    16667       175      167 |  212474   892875  1997624 |    45   162140     7248  2637855 | 42.681 % |
c |    16746       175      167 |  212474   892875  1997624 |    45   172140     7254  2637855 | 42.681 % |
c |    16806       175      167 |  212474   892875  1997624 |    45   182140     7263  2637855 | 42.681 % |
c |    16859       175      167 |  212474   892875  1997624 |    45   192140     7267  2637855 | 42.681 % |
c |    16912       175      167 |  212474   892875  1997624 |    45   202140     7276  2637855 | 42.681 % |
c |    17015       175      167 |  212474   892875  1997624 |    45   212140     7283  2637855 | 42.681 % |
c |    17087       175      167 |  212474   892875  1997624 |    45   222140     7286  2637855 | 42.681 % |
c |    17145       175      167 |  212474   892875  1997624 |    45   232140     7301  2637855 | 42.681 % |
c |    17235       175      167 |  212474   892875  1997624 |    46   124135     7318  2755860 | 42.681 % |
