c
c This is glucose 2.1 --  based on MiniSAT (Many thanks to MiniSAT team)
c
c WARNING: for repeatability, setting FPU to use double precision
c ========================================[ Problem Statistics ]===========================================
c |                                                                                                       |
c |  Number of variables:        597077                                                                   |
c |  Number of clauses:          754139                                                                   |
c |  Parse time:                   0.22 s                                                                 |
c |                                                                                                       |
c ========================================[ MAGIC CONSTANTS ]==============================================
c | Constants are supposed to work well together :-)                                                      |
c | however, if you find better choices, please let us known...                                           |
c |-------------------------------------------------------------------------------------------------------|
c |                                |                                |                                     |
c | - Restarts:                    | - Reduce Clause DB:            | - Minimize Asserting:               |
c |   * LBD Queue    :     50      |   * First     :   4000         |    * size <  30                     |
c |   * Trail  Queue :   5000      |   * Inc       :    300         |    * lbd  <   6                     |
c |   * K            :   0.80      |   * Special   :   1000         |                                     |
c |   * R            :   1.40      |   * Protected :  (lbd)< 30     |                                     |
c |                                |                                |                                     |
c ==================================[ Search Statistics (every  10000 conflicts) ]=========================
c |                                                                                                       |
c |          RESTARTS           |          ORIGINAL         |              LEARNT              | Progress |
c |     2057      2135      213 |  597077   754139  1857700 |    17    61742     5076   378257 |  0.000 % |
c |     2129      2164      211 |  597077   754139  1857700 |    17    71742     5152   378257 |  0.000 % |
c |     2176      2208      211 |  597077   754139  1857700 |    17    81742     5213   378257 |  0.000 % |
c |     2235      2248      210 |  597077   754139  1857700 |    18    46003     5240   423996 |  0.000 % |
c |     2281      2293      210 |  597077   754139  1857700 |    18    56003     5314   423996 |  0.000 % |
c |     2334      2326      209 |  597077   754139  1857700 |    18    66003     5354   423996 |  0.000 % |
c |     2391      2366      209 |  597077   754139  1857700 |    18    76003     5385   423996 |  0.000 % |
c |     2436      2393      209 |  597077   754139  1857700 |    18    86003     5408   423996 |  0.000 % |
c |     2479      2408      209 |  597077   754139  1857700 |    18    96003     5422   423996 |  0.000 % |
c |     2513      2453      210 |  597077   754139  1857700 |    19    57727     5482   472272 |  0.000 % |
c |     2548      2519      211 |  597077   754139  1857700 |    19    67727     5523   472272 |  0.000 % |
c |     2586      2532      212 |  597077   754139  1857700 |    19    77727     5537   472272 |  0.000 % |
c |     2618      2590      213 |  597077   754139  1857700 |    19    87727     5589   472272 |  0.000 % |
c |     2655      2620      214 |  597077   754139  1857700 |    19    97727     5608   472272 |  0.000 % |
c |     2693      2682      215 |  597077   754139  1857700 |    20    56902     5672   523097 |  0.000 % |
c |     2756      2707      214 |  597077   754139  1857700 |    20    66902     5697   523097 |  0.000 % |
c |     2793      2777      214 |  597077   754139  1857700 |    20    76902     5747   523097 |  0.000 % |
c |     2843      2797      214 |  597077   754139  1857700 |    20    86902     5762   523097 |  0.000 % |
c |     2894      2843      214 |  597077   754139  1857700 |    20    96902     5794   523097 |  0.000 % |
c |     2923      2887      215 |  597077   754139  1857700 |    20   106902     5832   523097 |  0.000 % |
c |     2950      2917      216 |  597077   754139  1857700 |    21    63476     5856   576523 |  0.000 % |
c |     2988      2945      217 |  597077   754139  1857700 |    21    73476     5879   576523 |  0.000 % |
c |     3018      2998      218 |  597077   754139  1857700 |    21    83476     5910   576523 |  0.000 % |
c |     3061      3054      218 |  597077   754139  1857700 |    21    93476     5938   576523 |  0.000 % |
c |     3104      3105      219 |  597077   754139  1857700 |    21   103476     5979   576523 |  0.000 % |
c |     3151      3159      218 |  597077   754139  1857700 |    22    57469     5995   632530 |  0.000 % |
c |     3185      3173      219 |  597077   754139  1857700 |    22    67469     6006   632530 |  0.000 % |
c |     3214      3258      220 |  597077   754139  1857700 |    22    77469     6066   632530 |  0.000 % |
c |     3254      3300      221 |  597077   754139  1857700 |    22    87469     6082   632530 |  0.000 % |
c |     3290      3310      221 |  597077   754139  1857700 |    22    97469     6089   632530 |  0.000 % |
c |     3315      3365      223 |  597077   754139  1857700 |    22   107469     6126   632530 |  0.000 % |
c |     3317      3378      226 |  597077   754139  1857700 |    23    58840     6251   691159 |  0.000 % |
c |     3320      3426      228 |  597077   754139  1857700 |    23    68840     6356   691159 |  0.000 % |
c |     3345      3455      230 |  597077   754139  1857700 |    23    78840     6366   691159 |  0.000 % |
c |     3359      3474      232 |  597077   754139  1857700 |    23    88840     6376   691159 |  0.000 % |
c |     3406      3499      231 |  597077   754139  1857700 |    23    98840     6403   691159 |  0.000 % |
c |     3448      3538      232 |  597077   754139  1857700 |    23   108840     6422   691159 |  0.000 % |
c |     3501      3571      231 |  597077   754139  1857700 |    23   118840     6437   691159 |  0.000 % |
c |     3546      3592      231 |  597077   754139  1857700 |    24    67647     6453   752352 |  0.000 % |
c |     3569      3625      232 |  597077   754139  1857700 |    24    77647     6476   752352 |  0.000 % |
c |     3601      3687      233 |  597077   754139  1857700 |    24    87647     6499   752352 |  0.000 % |
c |     3645      3724      233 |  597077   754139  1857700 |    24    97647     6532   752352 |  0.000 % |
c |     3689      3772      233 |  597077   754139  1857700 |    24   107647     6540   752352 |  0.000 % |
c |     3728      3808      233 |  597077   754139  1857700 |    24   117647     6562   752352 |  0.000 % |
c |     3752      3843      234 |  597077   754139  1857700 |    24   127647     6588   752352 |  0.000 % |
c |     3789      3885      234 |  597077   754139  1857700 |    25    73829     6603   816170 |  0.000 % |
c |     3826      3907      235 |  597077   754139  1857700 |    25    83829     6619   816170 |  0.000 % |
c |     3868      3917      235 |  597077   754139  1857700 |    25    93829     6623   816170 |  0.000 % |
c |     3901      3945      235 |  597077   754139  1857700 |    25   103829     6633   816170 |  0.000 % |
c |     3935      3968      236 |  597077   754139  1857700 |    25   113829     6638   816170 |  0.000 % |
c |     3974      4035      236 |  597077   754139  1857700 |    25   123829     6662   816170 |  0.000 % |
c |     4006      4077      237 |  597077   754139  1857700 |    26    67447     6681   882552 |  0.000 % |
c |     4061      4112      236 |  597077   754139  1857700 |    26    77447     6710   882552 |  0.000 % |
c |     4101      4145      236 |  597077   754139  1857700 |    26    87447     6738   882552 |  0.000 % |
c |     4125      4202      237 |  597077   754139  1857700 |    26    97447     6781   882552 |  0.000 % |
c |     4179      4236      236 |  597077   754139  1857700 |    26   107447     6799   882552 |  0.000 % |
c |     4212      4256      237 |  597077   754139  1857700 |    26   117447     6803   882552 |  0.000 % |
c |     4217      4288      239 |  597077   754139  1857700 |    26   127447     6855   882552 |  0.000 % |
c |     4273      4370      238 |  597077   754139  1857700 |    26   137447     6866   882552 |  0.000 % |
c |     4313      4403      238 |  597077   754139  1857700 |    27    78460     6884   951539 |  0.000 % |
c |     4371      4446      237 |  597077   754139  1857700 |    27    88460     6908   951539 |  0.000 % |
c |     4409      4477      238 |  597077   754139  1857700 |    27    98460     6926   951539 |  0.000 % |
c |     4446      4493      238 |  597077   754139  1857700 |    27   108460     6933   951539 |  0.000 % |
c |     4485      4529      238 |  597077   754139  1857700 |    27   118460     6946   951539 |  0.000 % |
c |     4528      4551      238 |  597077   754139  1857700 |    27   128460     6950   951539 |  0.000 % |
c |     4559      4595      239 |  597077   754139  1857700 |    27   138460     6970   951539 |  0.000 % |
c |     4584      4640      239 |  597077   754139  1857700 |    28    76867     6978  1023132 |  0.000 % |
c |     4630      4696      239 |  597077   754139  1857700 |    28    86867     6993  1023132 |  0.000 % |
c |     4667      4699      239 |  597077   754139  1857700 |    28    96867     6996  1023132 |  0.000 % |
c |     4689      4707      240 |  597077   754139  1857700 |    28   106867     7006  1023132 |  0.000 % |
c |     4708      4711      242 |  597077   754139  1857700 |    28   116867     7014  1023132 |  0.000 % |
c |     4740      4769      242 |  597077   754139  1857700 |    28   126867     7020  1023132 |  0.000 % |
c |     4774      4790      242 |  597077   754139  1857700 |    28   136867     7028  1023132 |  0.000 % |
c |     4826      4814      242 |  597077   754139  1857700 |    28   146867     7033  1023132 |  0.000 % |
c |     4861      4827      242 |  597077   754139  1857700 |    29    82660     7055  1097339 |  0.000 % |
c |     4900      4889      242 |  597077   754139  1857700 |    29    92660     7077  1097339 |  0.000 % |
c |     4946      4947      242 |  597077   754139  1857700 |    29   102660     7082  1097339 |  0.000 % |
c |     4998      4990      242 |  597077   754139  1857700 |    29   112660     7091  1097339 |  0.000 % |
c |     5034      5012      242 |  597077   754139  1857700 |    29   122660     7103  1097339 |  0.000 % |
c |     5059      5056      243 |  597077   754139  1857700 |    29   132660     7117  1097339 |  0.000 % |
c |     5104      5067      242 |  597077   754139  1857700 |    29   142660     7126  1097339 |  0.000 % |
c |     5151      5129      242 |  597077   754139  1857700 |    29   152660     7137  1097339 |  0.000 % |
c |     5197      5160      242 |  597077   754139  1857700 |    30    85840     7159  1174159 |  0.000 % |
c |     5224      5185      243 |  597077   754139  1857700 |    30    95840     7186  1174159 |  0.000 % |
c |     5227      5275      244 |  597077   754139  1857700 |    30   105840     7222  1174159 |  0.000 % |
c |     5265      5351      245 |  597077   754139  1857700 |    30   115840     7232  1174159 |  0.000 % |
c |     5309      5353      244 |  597077   754139  1857700 |    30   125840     7234  1174159 |  0.000 % |
c |     5351      5414      244 |  597077   754139  1857700 |    30   135840     7247  1174159 |  0.000 % |
c |     5396      5433      244 |  597077   754139  1857700 |    30   145840     7251  1174159 |  0.000 % |
c |     5442      5485      244 |  597077   754139  1857700 |    30   155840     7302  1174159 |  0.000 % |
c |     5468      5516      245 |  597077   754139  1857700 |    31    86446     7315  1253553 |  0.000 % |
c |     5503      5567      245 |  597077   754139  1857700 |    31    96446     7321  1253553 |  0.000 % |
c |     5541      5587      245 |  597077   754139  1857700 |    31   106446     7340  1253553 |  0.000 % |
c |     5573      5639      245 |  597077   754139  1857700 |    31   116446     7351  1253553 |  0.000 % |
c |     5616      5682      245 |  597077   754139  1857700 |    31   126446     7363  1253553 |  0.000 % |
c |     5658      5705      245 |  597077   754139  1857700 |    31   136446     7383  1253553 |  0.000 % |
c |     5674      5780      246 |  597077   754139  1857700 |    31   146446     7393  1253553 |  0.000 % |
c |     5722      5795      246 |  597077   754139  1857700 |    31   156446     7395  1253553 |  0.000 % |
c |     5746      5823      247 |  597077   754139  1857700 |    32    84440     7396  1335559 |  0.000 % |
c |     5773      5853      247 |  597077   754139  1857700 |    32    94440     7401  1335559 |  0.000 % |
c |     5791      5872      248 |  597077   754139  1857700 |    32   104440     7402  1335559 |  0.000 % |
c |     5828      5931      248 |  597077   754139  1857700 |    32   114440     7414  1335559 |  0.000 % |
c |     5866      5961      248 |  597077   754139  1857700 |    32   124440     7422  1335559 |  0.000 % |
c |     5898      5966      249 |  597077   754139  1857700 |    32   134440     7423  1335559 |  0.000 % |
c |     5930      5984      249 |  597077   754139  1857700 |    32   144440     7424  1335559 |  0.000 % |
c |     5961      6006      249 |  597077   754139  1857700 |    32   154440     7428  1335559 |  0.000 % |
c |     5990      6034      250 |  597077   754139  1857700 |    32   164440     7438  1335559 |  0.000 % |
c |     6037      6066      250 |  597077   754139  1857700 |    33    89871     7446  1420128 |  0.000 % |
c |     6079      6109      250 |  597077   754139  1857700 |    33    99871     7507  1420128 |  0.000 % |
c |     6127      6135      249 |  597077   754139  1857700 |    33   109871     7530  1420128 |  0.000 % |
c |     6168      6147      249 |  597077   754139  1857700 |    33   119871     7532  1420128 |  0.000 % |
c |     6182      6201      250 |  597077   754139  1857700 |    33   129871     7545  1420128 |  0.000 % |
c |     6227      6234      250 |  597077   754139  1857700 |    33   139871     7557  1420128 |  0.000 % |
c |     6255      6276      250 |  597077   754139  1857700 |    33   149871     7559  1420128 |  0.000 % |
c |     6305      6294      250 |  597077   754139  1857700 |    33   159871     7562  1420128 |  0.000 % |
c |     6336      6329      250 |  597077   754139  1857700 |    33   169871     7583  1420128 |  0.000 % |
c |     6357      6377      251 |  597077   754139  1857700 |    34    92667     7619  1507332 |  0.000 % |
c |     6392      6410      251 |  597077   754139  1857700 |    34   102667     7629  1507332 |  0.000 % |
c |     6427      6440      252 |  597077   754139  1857700 |    34   112667     7636  1507332 |  0.000 % |
c |     6459      6490      252 |  597077   754139  1857700 |    34   122667     7642  1507332 |  0.000 % |
c |     6493      6490      252 |  597077   754139  1857700 |    34   132667     7645  1507332 |  0.000 % |
c |     6499      6505      253 |  597077   754139  1857700 |    34   142667     7666  1507332 |  0.000 % |
c |     6535      6565      254 |  597077   754139  1857700 |    34   152667     7670  1507332 |  0.000 % |
c |     6578      6574      253 |  597077   754139  1857700 |    34   162667     7674  1507332 |  0.000 % |
c |     6610      6595      254 |  597077   754139  1857700 |    34   172667     7685  1507332 |  0.000 % |
c |     6634      6669      254 |  597077   754139  1857700 |    35    92880     7700  1597119 |  0.000 % |
c |     6686      6677      254 |  597077   754139  1857700 |    35   102880     7712  1597119 |  0.000 % |
c |     6737      6708      253 |  597077   754139  1857700 |    35   112880     7716  1597119 |  0.000 % |
c |     6750      6759      254 |  597077   754139  1857700 |    35   122880     7716  1597119 |  0.000 % |
c |     6783      6812      255 |  597077   754139  1857700 |    35   132880     7722  1597119 |  0.000 % |
c |     6819      6825      255 |  597077   754139  1857700 |    35   142880     7730  1597119 |  0.000 % |
c |     6848      6866      255 |  597077   754139  1857700 |    35   152880     7734  1597119 |  0.000 % |
c |     6900      6934      255 |  597077   754139  1857700 |    35   162880     7738  1597119 |  0.000 % |
c |     6952      6963      254 |  597077   754139  1857700 |    35   172880     7745  1597119 |  0.000 % |
c |     6988      6996      254 |  597077   754139  1857700 |    35   182880     7763  1597119 |  0.000 % |
c |     7018      7024      255 |  597077   754139  1857700 |    36   100472     7768  1689527 |  0.000 % |
c |     7046      7042      255 |  597077   754139  1857700 |    36   110472     7771  1689527 |  0.000 % |
c |     7090      7071      255 |  597077   754139  1857700 |    36   120472     7784  1689527 |  0.000 % |
c |     7121      7081      255 |  597077   754139  1857700 |    36   130472     7785  1689527 |  0.000 % |
c |     7159      7131      255 |  597077   754139  1857700 |    36   140472     7825  1689527 |  0.000 % |
c |     7175      7143      256 |  597077   754139  1857700 |    36   150472     7828  1689527 |  0.000 % |
c |     7194      7155      257 |  597077   754139  1857700 |    36   160472     7828  1689527 |  0.000 % |
c |     7244      7195      256 |  597077   754139  1857700 |    36   170472     7830  1689527 |  0.000 % |
c |     7283      7222      256 |  597077   754139  1857700 |    36   180472     7836  1689527 |  0.000 % |
c |     7299      7222      257 |  597077   754139  1857700 |    37    95460     7844  1784539 |  0.000 % |
c |     7330      7258      257 |  597077   754139  1857700 |    37   105460     7844  1784539 |  0.000 % |
c |     7394      7274      256 |  597077   754139  1857700 |    37   115460     7849  1784539 |  0.000 % |
c |     7438      7312      256 |  597077   754139  1857700 |    37   125460     7850  1784539 |  0.000 % |
c |     7490      7333      256 |  597077   754139  1857700 |    37   135460     7853  1784539 |  0.000 % |
c |     7523      7370      256 |  597077   754139  1857700 |    37   145460     7854  1784539 |  0.000 % |
c |     7560      7428      256 |  597077   754139  1857700 |    37   155460     7860  1784539 |  0.000 % |
c |     7580      7499      257 |  597077   754139  1857700 |    37   165460     7883  1784539 |  0.000 % |
c |     7599      7531      257 |  597077   754139  1857700 |    37   175460     7891  1784539 |  0.000 % |
c |     7630      7555      258 |  597077   754139  1857700 |    37   185460     7913  1784539 |  0.000 % |
c |     7643      7599      259 |  597077   754139  1857700 |    38    97844     7929  1882155 |  0.000 % |
c |     7665      7607      259 |  597077   754139  1857700 |    38   107844     7944  1882155 |  0.000 % |
c |     7701      7702      259 |  597077   754139  1857700 |    38   117844     7957  1882155 |  0.000 % |
c |     7739      7741      259 |  597077   754139  1857700 |    38   127844     7973  1882155 |  0.000 % |
c |     7769      7761      260 |  597077   754139  1857700 |    38   137844     7983  1882155 |  0.000 % |
c |     7816      7790      259 |  597077   754139  1857700 |    38   147844     7987  1882155 |  0.000 % |
c |     7846      7817      260 |  597077   754139  1857700 |    38   157844     7991  1882155 |  0.000 % |
c |     7881      7831      260 |  597077   754139  1857700 |    38   167844     7993  1882155 |  0.000 % |
c |     7932      7876      259 |  597077   754139  1857700 |    38   177844     8001  1882155 |  0.000 % |
c |     7982      7906      259 |  597077   754139  1857700 |    38   187844     8006  1882155 |  0.000 % |
c |     8024      7941      259 |  597077   754139  1857700 |    38   197844     8008  1882155 |  0.000 % |
c |     8087      7947      258 |  597077   754139  1857700 |    39   107664     8011  1982335 |  0.000 % |
c |     8117      8001      258 |  597077   754139  1857700 |    39   117664     8011  1982335 |  0.000 % |
c |     8152      8011      258 |  597077   754139  1857700 |    39   127664     8012  1982335 |  0.000 % |
c |     8173      8019      259 |  597077   754139  1857700 |    39   137664     8014  1982335 |  0.000 % |
c |     8188      8071      260 |  597077   754139  1857700 |    39   147664     8020  1982335 |  0.000 % |
c |     8224      8089      260 |  597077   754139  1857700 |    39   157664     8027  1982335 |  0.000 % |
c |     8273      8091      259 |  597077   754139  1857700 |    39   167664     8027  1982335 |  0.000 % |
c |     8318      8133      259 |  597077   754139  1857700 |    39   177664     8034  1982335 |  0.000 % |
c |     8360      8164      259 |  597077   754139  1857700 |    39   187664     8040  1982335 |  0.000 % |
c |     8411      8190      259 |  597077   754139  1857700 |    39   197664     8045  1982335 |  0.000 % |
c |     8456      8217      258 |  597077   754139  1857700 |    40   104882     8047  2085117 |  0.000 % |
c |     8478      8264      259 |  597077   754139  1857700 |    40   114882     8056  2085117 |  0.000 % |
c |     8501      8293      259 |  597077   754139  1857700 |    40   124882     8071  2085117 |  0.000 % |
c |     8554      8318      259 |  597077   754139  1857700 |    40   134882     8076  2085117 |  0.000 % |
c |     8559      8330      260 |  597077   754139  1857700 |    40   144882     8084  2085117 |  0.000 % |
c |     8563      8364      261 |  597077   754139  1857700 |    40   154882     8108  2085117 |  0.000 % |
c |     8563      8426      262 |  597077   754139  1857700 |    40   164882     8119  2085117 |  0.000 % |
c |     8563      8507      263 |  597077   754139  1857700 |    40   174882     8133  2085117 |  0.000 % |
c |     8573      8624      264 |  596622   753398  1855477 |    40   168667     8149  2085117 |  0.076 % |
c |     8584      8625      265 |  596622   753398  1855477 |    40   178667     8153  2085117 |  0.076 % |
c |     8621      8663      265 |  596622   753398  1855477 |    40   188667     8155  2085117 |  0.076 % |
c |     8623      8701      266 |  596622   753398  1855477 |    41   103417     8174  2180367 |  0.076 % |
c |     8667      8756      266 |  596622   753398  1855477 |    41   113417     8177  2180367 |  0.076 % |
c |     8698      8770      266 |  596622   753398  1855477 |    41   123417     8179  2180367 |  0.076 % |
c |     8727      8817      266 |  596622   753398  1855477 |    41   133417     8204  2180367 |  0.076 % |
c |     8727      8817      268 |  596622   753398  1855477 |    41   143417     8204  2180367 |  0.076 % |
c |     8748      8878      268 |  596622   753398  1855477 |    41   153417     8218  2180367 |  0.076 % |
c |     8774      8886      268 |  596622   753398  1855477 |    41   163417     8218  2180367 |  0.076 % |
c |     8790      8886      269 |  596622   753398  1855477 |    41   173417     8218  2180367 |  0.076 % |
c |     8814      8888      270 |  596622   753398  1855477 |    41   183417     8218  2180367 |  0.076 % |
c |     8859      8930      269 |  596622   753398  1855477 |    41   193417     8222  2180367 |  0.076 % |
c |     8904      8985      269 |  596622   753398  1855477 |    41   203417     8231  2180367 |  0.076 % |
c |     8928      9003      269 |  596622   753398  1855477 |    42   108441     8233  2285343 |  0.076 % |
c |     8966      9019      269 |  596622   753398  1855477 |    42   118441     8237  2285343 |  0.076 % |
c |     8984      9023      270 |  596622   753398  1855477 |    42   128441     8237  2285343 |  0.076 % |
c |     9018      9060      270 |  596622   753398  1855477 |    42   138441     8244  2285343 |  0.076 % |
c |     9042      9063      270 |  596622   753398  1855477 |    42   148441     8252  2285343 |  0.076 % |
c |     9053      9096      271 |  596622   753398  1855477 |    42   158441     8262  2285343 |  0.076 % |
c |     9053      9096      272 |  596622   753398  1855477 |    42   168441     8262  2285343 |  0.076 % |
c |     9091      9150      272 |  596622   753398  1855477 |    42   178441     8276  2285343 |  0.076 % |
c |     9114      9180      273 |  596622   753398  1855477 |    42   188441     8278  2285343 |  0.076 % |
c |     9127      9196      273 |  596622   753398  1855477 |    42   198441     8292  2285343 |  0.076 % |
c |     9177      9231      273 |  596622   753398  1855477 |    42   208441     8299  2285343 |  0.076 % |
c |     9202      9245      273 |  596622   753398  1855477 |    43   109336     8302  2394448 |  0.076 % |
c |     9220      9286      274 |  596622   753398  1855477 |    43   119336     8303  2394448 |  0.076 % |
c |     9249      9309      274 |  596622   753398  1855477 |    43   129336     8305  2394448 |  0.076 % |
c |     9275      9330      274 |  596622   753398  1855477 |    43   139336     8307  2394448 |  0.076 % |
c |     9294      9331      275 |  596622   753398  1855477 |    43   149336     8307  2394448 |  0.076 % |
c |     9327      9359      275 |  596622   753398  1855477 |    43   159336     8318  2394448 |  0.076 % |
c |     9364      9421      275 |  596622   753398  1855477 |    43   169336     8325  2394448 |  0.076 % |
c |     9412      9458      275 |  596622   753398  1855477 |    43   179336     8334  2394448 |  0.076 % |
c |     9455      9459      274 |  596622   753398  1855477 |    43   189336     8338  2394448 |  0.076 % |
c |     9477      9492      275 |  596622   753398  1855477 |    43   199336     8340  2394448 |  0.076 % |
c |     9526      9523      275 |  596622   753398  1855477 |    43   209336     8352  2394448 |  0.076 % |
c |     9563      9530      275 |  596622   753398  1855477 |    43   219336     8353  2394448 |  0.076 % |
c |     9612      9542      274 |  596622   753398  1855477 |    44   116907     8354  2506877 |  0.076 % |
c |     9655      9583      274 |  596622   753398  1855477 |    44   126907     8382  2506877 |  0.076 % |
c |     9695      9598      274 |  596622   753398  1855477 |    44   136907     8383  2506877 |  0.076 % |
c |     9723      9619      274 |  596622   753398  1855477 |    44   146907     8383  2506877 |  0.076 % |
c |     9756      9678      274 |  596622   753398  1855477 |    44   156907     8386  2506877 |  0.076 % |
c |     9780      9699      275 |  596622   753398  1855477 |    44   166907     8391  2506877 |  0.076 % |
c |     9817      9746      275 |  596622   753398  1855477 |    44   176907     8396  2506877 |  0.076 % |
c |     9847      9790      275 |  596622   753398  1855477 |    44   186907     8424  2506877 |  0.076 % |
c |     9882      9800      275 |  596622   753398  1855477 |    44   196907     8426  2506877 |  0.076 % |
c |     9925      9821      275 |  596622   753398  1855477 |    44   206907     8430  2506877 |  0.076 % |
c |     9968      9825      274 |  596622   753398  1855477 |    44   216907     8431  2506877 |  0.076 % |
c |     9998      9864      275 |  596622   753398  1855477 |    44   226907     8443  2506877 |  0.076 % |
c |    10057      9879      274 |  596622   753398  1855477 |    45   121482     8445  2622302 |  0.076 % |
c |    10058      9882      275 |  596622   753398  1855477 |    45   131482     8445  2622302 |  0.076 % |
c |    10088      9913      275 |  596622   753398  1855477 |    45   141482     8448  2622302 |  0.076 % |
c |    10130      9927      275 |  596622   753398  1855477 |    45   151482     8448  2622302 |  0.076 % |
c |    10169      9965      275 |  596622   753398  1855477 |    45   161482     8452  2622302 |  0.076 % |
c |    10198      9971      275 |  596622   753398  1855477 |    45   171482     8453  2622302 |  0.076 % |
c |    10234      9989      275 |  596622   753398  1855477 |    45   181482     8453  2622302 |  0.076 % |
