c
c This is glucose 2.1 --  based on MiniSAT (Many thanks to MiniSAT team)
c
c WARNING: for repeatability, setting FPU to use double precision
c ========================================[ Problem Statistics ]===========================================
c |                                                                                                       |
c |  Number of variables:         69971                                                                   |
c |  Number of clauses:          135929                                                                   |
c |  Parse time:                   0.04 s                                                                 |
c |                                                                                                       |
c ========================================[ MAGIC CONSTANTS ]==============================================
c | Constants are supposed to work well together :-)                                                      |
c | however, if you find better choices, please let us known...                                           |
c |-------------------------------------------------------------------------------------------------------|
c |                                |                                |                                     |
c | - Restarts:                    | - Reduce Clause DB:            | - Minimize Asserting:               |
c |   * LBD Queue    :     50      |   * First     :   4000         |    * size <  30                     |
c |   * Trail  Queue :   5000      |   * Inc       :    300         |    * lbd  <   6                     |
c |   * K            :   0.80      |   * Special   :   1000         |                                     |
c |   * R            :   1.40      |   * Protected :  (lbd)< 30     |                                     |
c |                                |                                |                                     |
c ==================================[ Search Statistics (every  10000 conflicts) ]=========================
c |                                                                                                       |
c |          RESTARTS           |          ORIGINAL         |              LEARNT              | Progress |
c |     2887         0      155 |   34103   130325   294456 |    17    71434     1632   378562 | 51.261 % |
c |     2961         0      155 |   34103   130325   294456 |    17    81434     1653   378562 | 51.261 % |
c |     3014         0      155 |   34103   130325   294456 |    18    45839     1672   424157 | 51.261 % |
c |     3063         0      156 |   34103   130325   294456 |    18    55839     1682   424157 | 51.261 % |
c |     3115         0      157 |   34103   130325   294456 |    18    65839     1696   424157 | 51.261 % |
c |     3175         0      157 |   34103   130325   294456 |    18    75839     1709   424157 | 51.261 % |
c |     3235         0      157 |   34103   130325   294456 |    18    85839     1728   424157 | 51.261 % |
c |     3298         0      157 |   34103   130325   294456 |    18    95839     1738   424157 | 51.261 % |
c |     3365         0      157 |   34103   130325   294456 |    19    57655     1765   472341 | 51.261 % |
c |     3424         0      157 |   34103   130325   294456 |    19    67655     1783   472341 | 51.261 % |
c |     3471         0      158 |   34103   130325   294456 |    19    77655     1802   472341 | 51.261 % |
c |     3520         0      159 |   34103   130325   294456 |    19    87655     1815   472341 | 51.261 % |
c |     3573         0      159 |   34103   130325   294456 |    19    97655     1821   472341 | 51.261 % |
c |     3628         0      159 |   34103   130325   294456 |    20    56850     1837   523146 | 51.261 % |
c |     3683         0      160 |   34103   130325   294456 |    20    66850     1860   523146 | 51.261 % |
c |     3723        13      161 |   34103   130325   294456 |    20    76850     1876   523146 | 51.261 % |
c |     3763        13      162 |   34103   130325   294456 |    20    86850     1891   523146 | 51.261 % |
c |     3770        13      164 |   34103   130325   294456 |    20    96850     1893   523146 | 51.261 % |
c |     3831        13      164 |   34103   130325   294456 |    20   106850     1904   523146 | 51.261 % |
c |     3872        13      165 |   34103   130325   294456 |    21    63437     1920   576559 | 51.261 % |
c |     3883        13      167 |   34103   130325   294456 |    21    73437     1938   576559 | 51.261 % |
c |     3927        13      168 |   34103   130325   294456 |    21    83437     1949   576559 | 51.261 % |
c |     3939        13      170 |   34103   130325   294456 |    21    93437     1954   576559 | 51.261 % |
c |     4020        13      169 |   34103   130325   294456 |    21   103437     1969   576559 | 51.261 % |
c |     4046        13      170 |   34103   130325   294456 |    22    57418     1977   632578 | 51.261 % |
c |     4105        13      170 |   34103   130325   294456 |    22    67418     1984   632578 | 51.261 % |
c |     4178        13      169 |   34103   130325   294456 |    22    77418     1999   632578 | 51.261 % |
c |     4243        13      169 |   34103   130325   294456 |    22    87418     2013   632578 | 51.261 % |
c |     4297        13      169 |   34103   130325   294456 |    22    97418     2022   632578 | 51.261 % |
c |     4334        13      170 |   34103   130325   294456 |    22   107418     2032   632578 | 51.261 % |
c |     4408        13      170 |   34103   130325   294456 |    23    58813     2039   691183 | 51.261 % |
c |     4451        13      170 |   34103   130325   294456 |    23    68813     2045   691183 | 51.261 % |
c |     4509        13      170 |   34103   130325   294456 |    23    78813     2054   691183 | 51.261 % |
c |     4569        13      170 |   34103   130325   294456 |    23    88813     2061   691183 | 51.261 % |
c |     4597        13      171 |   34103   130325   294456 |    23    98813     2063   691183 | 51.261 % |
c |     4659        13      171 |   34103   130325   294456 |    23   108813     2071   691183 | 51.261 % |
c |     4711        13      171 |   34103   130325   294456 |    23   118813     2078   691183 | 51.261 % |
c |     4752        13      172 |   34103   130325   294456 |    24    67625     2092   752371 | 51.261 % |
c |     4786        13      173 |   34103   130325   294456 |    24    77625     2101   752371 | 51.261 % |
c |     4809        13      174 |   34103   130325   294456 |    24    87625     2116   752371 | 51.261 % |
c |     4859        13      174 |   34103   130325   294456 |    24    97625     2122   752371 | 51.261 % |
c |     4924        13      174 |   34103   130325   294456 |    24   107625     2134   752371 | 51.261 % |
c |     4974        13      174 |   34103   130325   294456 |    24   117625     2143   752371 | 51.261 % |
c |     5019        13      175 |   34103   130325   294456 |    24   127625     2151   752371 | 51.261 % |
c |     5035        13      176 |   34103   130325   294456 |    25    73823     2155   816173 | 51.261 % |
c |     5078        13      177 |   34103   130325   294456 |    25    83823     2164   816173 | 51.261 % |
c |     5135        13      177 |   34103   130325   294456 |    25    93823     2172   816173 | 51.261 % |
c |     5155        13      178 |   34103   130325   294456 |    25   103823     2179   816173 | 51.261 % |
c |     5208        13      178 |   34103   130325   294456 |    25   113823     2185   816173 | 51.261 % |
c |     5255        13      178 |   34103   130325   294456 |    25   123823     2190   816173 | 51.261 % |
c |     5327        13      178 |   34103   130325   294456 |    26    67425     2198   882571 | 51.261 % |
c |     5333        13      180 |   34103   130325   294456 |    26    77425     2204   882571 | 51.261 % |
c |     5380        13      180 |   34103   130325   294456 |    26    87425     2212   882571 | 51.261 % |
c |     5440        13      180 |   34103   130325   294456 |    26    97425     2221   882571 | 51.261 % |
c |     5515        13      179 |   34103   130325   294456 |    26   107425     2230   882571 | 51.261 % |
c |     5590        13      178 |   34103   130325   294456 |    26   117425     2242   882571 | 51.261 % |
c |     5619        13      179 |   34103   130325   294456 |    26   127425     2249   882571 | 51.261 % |
c |     5665        13      180 |   34103   130325   294456 |    26   137425     2252   882571 | 51.261 % |
c |     5682        13      181 |   34103   130325   294456 |    27    78424     2264   951572 | 51.261 % |
c |     5722        13      181 |   34103   130325   294456 |    27    88424     2272   951572 | 51.261 % |
c |     5781        13      181 |   34103   130325   294456 |    27    98424     2276   951572 | 51.261 % |
c |     5844        13      181 |   34103   130325   294456 |    27   108424     2289   951572 | 51.261 % |
c |     5871        13      182 |   34103   130325   294456 |    27   118424     2294   951572 | 51.261 % |
c |     5914        13      182 |   34103   130325   294456 |    27   128424     2297   951572 | 51.261 % |
c |     5994        13      181 |   34103   130325   294456 |    27   138424     2308   951572 | 51.261 % |
c |     6033        13      182 |   34103   130325   294456 |    28    76827     2313  1023169 | 51.261 % |
c |     6073        13      182 |   34103   130325   294456 |    28    86827     2316  1023169 | 51.261 % |
c |     6118        13      183 |   34103   130325   294456 |    28    96827     2326  1023169 | 51.261 % |
c |     6130        13      184 |   34103   130325   294456 |    28   106827     2330  1023169 | 51.261 % |
c |     6162        13      185 |   34103   130325   294456 |    28   116827     2346  1023169 | 51.261 % |
c |     6218        13      184 |   34103   130325   294456 |    28   126827     2349  1023169 | 51.261 % |
c |     6269        13      185 |   34103   130325   294456 |    28   136827     2360  1023169 | 51.261 % |
c |     6299        13      185 |   34103   130325   294456 |    28   146827     2366  1023169 | 51.261 % |
c |     6330        13      186 |   34099   130321   294444 |    29    82631     2369  1097364 | 51.267 % |
c |     6373        13      186 |   34099   130321   294444 |    29    92631     2373  1097364 | 51.267 % |
c |     6398        13      187 |   34099   130321   294444 |    29   102631     2379  1097364 | 51.267 % |
c |     6423        13      188 |   34099   130321   294444 |    29   112631     2385  1097364 | 51.267 % |
c |     6485        13      188 |   34099   130321   294444 |    29   122631     2393  1097364 | 51.267 % |
c |     6542        13      188 |   34099   130321   294444 |    29   132631     2400  1097364 | 51.267 % |
c |     6617        13      187 |   34099   130321   294444 |    29   142631     2406  1097364 | 51.267 % |
c |     6679        13      187 |   34099   130321   294444 |    29   152631     2414  1097364 | 51.267 % |
c |     6732        13      187 |   34099   130321   294444 |    30    85830     2418  1174165 | 51.267 % |
c |     6802        13      186 |   34099   130321   294444 |    30    95830     2429  1174165 | 51.267 % |
c |     6843        13      187 |   34099   130321   294444 |    30   105830     2433  1174165 | 51.267 % |
c |     6905        13      186 |   34099   130321   294444 |    30   115830     2439  1174165 | 51.267 % |
c |     6955        13      186 |   34099   130321   294444 |    30   125830     2443  1174165 | 51.267 % |
c |     7003        13      187 |   34099   130321   294444 |    30   135830     2447  1174165 | 51.267 % |
c |     7057        13      187 |   34099   130321   294444 |    30   145830     2451  1174165 | 51.267 % |
c |     7106        13      187 |   34099   130321   294444 |    30   155830     2456  1174165 | 51.267 % |
c |     7159        13      187 |   34099   130321   294444 |    31    86441     2457  1253554 | 51.267 % |
c |     7207        13      187 |   34099   130321   294444 |    31    96441     2464  1253554 | 51.267 % |
c |     7207        13      188 |   34099   130321   294444 |    31   106441     2464  1253554 | 51.267 % |
c |     7265        13      188 |   34099   130321   294444 |    31   116441     2470  1253554 | 51.267 % |
c |     7318        13      188 |   34099   130321   294444 |    31   126441     2476  1253554 | 51.267 % |
c |     7378        13      188 |   34099   130321   294444 |    31   136441     2479  1253554 | 51.267 % |
c |     7453        13      187 |   34099   130321   294444 |    31   146441     2483  1253554 | 51.267 % |
c |     7504        13      187 |   34099   130321   294444 |    31   156441     2492  1253554 | 51.267 % |
c |     7562        13      187 |   34099   130321   294444 |    32    84424     2500  1335571 | 51.267 % |
c |     7585        13      188 |   34099   130321   294444 |    32    94424     2504  1335571 | 51.267 % |
c |     7648        13      188 |   34099   130321   294444 |    32   104424     2508  1335571 | 51.267 % |
c |     7699        13      188 |   34099   130321   294444 |    32   114424     2519  1335571 | 51.267 % |
c |     7746        13      188 |   34099   130321   294444 |    32   124424     2526  1335571 | 51.267 % |
c |     7788        13      188 |   34099   130321   294444 |    32   134424     2529  1335571 | 51.267 % |
c |     7853        13      188 |   34099   130321   294444 |    32   144424     2532  1335571 | 51.267 % |
c |     7892        13      188 |   34099   130321   294444 |    32   154424     2536  1335571 | 51.267 % |
c |     7935        13      189 |   34099   130321   294444 |    32   164424     2551  1335571 | 51.267 % |
c |     7987        13      189 |   34099   130321   294444 |    33    89815     2554  1420180 | 51.267 % |
c |     8022        13      189 |   34099   130321   294444 |    33    99815     2565  1420180 | 51.267 % |
c |     8084        13      189 |   34099   130321   294444 |    33   109815     2572  1420180 | 51.267 % |
c |     8111        13      189 |   34099   130321   294444 |    33   119815     2576  1420180 | 51.267 % |
c |     8123        13      190 |   34099   130321   294444 |    33   129815     2580  1420180 | 51.267 % |
c |     8175        13      190 |   34099   130321   294444 |    33   139815     2583  1420180 | 51.267 % |
c |     8224        13      190 |   34099   130321   294444 |    33   149815     2586  1420180 | 51.267 % |
c |     8273        13      190 |   34099   130321   294444 |    33   159815     2588  1420180 | 51.267 % |
c |     8326        13      190 |   34099   130321   294444 |    33   169815     2595  1420180 | 51.267 % |
c |     8378        13      190 |   34099   130321   294444 |    34    92624     2598  1507371 | 51.267 % |
c |     8426        13      191 |   34099   130321   294444 |    34   102624     2601  1507371 | 51.267 % |
c |     8464        13      191 |   34099   130321   294444 |    34   112624     2605  1507371 | 51.267 % |
c |     8525        13      191 |   34099   130321   294444 |    34   122624     2610  1507371 | 51.267 % |
c |     8577        13      191 |   34099   130321   294444 |    34   132624     2616  1507371 | 51.267 % |
c |     8618        13      191 |   34099   130321   294444 |    34   142624     2622  1507371 | 51.267 % |
c |     8672        13      191 |   34099   130321   294444 |    34   152624     2625  1507371 | 51.267 % |
c |     8726        13      191 |   34099   130321   294444 |    34   162624     2632  1507371 | 51.267 % |
c |     8755        13      191 |   34099   130321   294444 |    34   172624     2634  1507371 | 51.267 % |
c |     8811        13      191 |   34099   130321   294444 |    35    92819     2639  1597176 | 51.267 % |
c |     8864        13      191 |   34099   130321   294444 |    35   102819     2644  1597176 | 51.267 % |
c |     8894        13      192 |   34099   130321   294444 |    35   112819     2645  1597176 | 51.267 % |
c |     8947        13      192 |   34099   130321   294444 |    35   122819     2647  1597176 | 51.267 % |
c |     8992        13      192 |   34099   130321   294444 |    35   132819     2651  1597176 | 51.267 % |
c |     9042        13      192 |   34099   130321   294444 |    35   142819     2658  1597176 | 51.267 % |
c |     9100        13      192 |   34099   130321   294444 |    35   152819     2661  1597176 | 51.267 % |
c |     9136        14      192 |   34099   130321   294444 |    35   162819     2665  1597176 | 51.267 % |
c |     9178        14      192 |   34099   130321   294444 |    35   172819     2673  1597176 | 51.267 % |
c |     9239        14      192 |   34099   130321   294444 |    35   182819     2683  1597176 | 51.267 % |
c |     9293        14      192 |   34099   130321   294444 |    36   100429     2685  1689566 | 51.267 % |
c |     9345        14      192 |   34099   130321   294444 |    36   110429     2690  1689566 | 51.267 % |
c |     9392        14      192 |   34099   130321   294444 |    36   120429     2696  1689566 | 51.267 % |
c |     9461        14      192 |   34099   130321   294444 |    36   130429     2701  1689566 | 51.267 % |
c |     9510        14      192 |   34099   130321   294444 |    36   140429     2705  1689566 | 51.267 % |
c |     9565        14      192 |   34099   130321   294444 |    36   150429     2709  1689566 | 51.267 % |
c |     9625        14      192 |   34099   130321   294444 |    36   160429     2717  1689566 | 51.267 % |
c |     9686        14      192 |   34099   130321   294444 |    36   170429     2723  1689566 | 51.267 % |
c |     9718        14      192 |   34099   130321   294444 |    36   180429     2728  1689566 | 51.267 % |
c |     9747        14      192 |   34099   130321   294444 |    37    95422     2737  1784573 | 51.267 % |
c |     9793        14      192 |   34099   130321   294444 |    37   105422     2743  1784573 | 51.267 % |
c |     9817        14      193 |   34099   130321   294444 |    37   115422     2743  1784573 | 51.267 % |
c |     9849        14      193 |   34099   130321   294444 |    37   125422     2745  1784573 | 51.267 % |
c |     9877        14      194 |   34099   130321   294444 |    37   135422     2747  1784573 | 51.267 % |
c |     9934        14      194 |   34099   130321   294444 |    37   145422     2752  1784573 | 51.267 % |
c |     9985        14      194 |   34099   130321   294444 |    37   155422     2756  1784573 | 51.267 % |
c |    10021        14      194 |   34099   130321   294444 |    37   165422     2762  1784573 | 51.267 % |
c |    10050        14      195 |   34099   130321   294444 |    37   175422     2764  1784573 | 51.267 % |
c |    10099        14      195 |   34099   130321   294444 |    37   185422     2767  1784573 | 51.267 % |
c |    10174        14      194 |   34099   130321   294444 |    38    97817     2768  1882178 | 51.267 % |
c |    10228        14      194 |   34099   130321   294444 |    38   107817     2773  1882178 | 51.267 % |
c |    10244        14      195 |   34099   130321   294444 |    38   117817     2776  1882178 | 51.267 % |
c |    10279        14      195 |   34099   130321   294444 |    38   127817     2778  1882178 | 51.267 % |
c |    10313        14      195 |   34099   130321   294444 |    38   137817     2783  1882178 | 51.267 % |
c |    10358        14      195 |   34099   130321   294444 |    38   147817     2784  1882178 | 51.267 % |
c |    10398        14      196 |   34099   130321   294444 |    38   157817     2790  1882178 | 51.267 % |
c |    10432        14      196 |   34099   130321   294444 |    38   167817     2790  1882178 | 51.267 % |
c |    10472        14      196 |   34099   130321   294444 |    38   177817     2794  1882178 | 51.267 % |
c |    10509        14      196 |   34099   130321   294444 |    38   187817     2796  1882178 | 51.267 % |
c |    10561        14      196 |   34099   130321   294444 |    38   197817     2800  1882178 | 51.267 % |
c |    10586        14      197 |   34099   130321   294444 |    39   107612     2804  1982383 | 51.267 % |
c |    10614        14      197 |   34099   130321   294444 |    39   117612     2807  1982383 | 51.267 % |
c |    10654        14      198 |   34099   130321   294444 |    39   127612     2814  1982383 | 51.267 % |
c |    10699        14      198 |   34099   130321   294444 |    39   137612     2818  1982383 | 51.267 % |
c |    10743        14      198 |   34099   130321   294444 |    39   147612     2823  1982383 | 51.267 % |
c |    10811        14      197 |   34099   130321   294444 |    39   157612     2827  1982383 | 51.267 % |
c |    10845        14      198 |   34099   130321   294444 |    39   167612     2833  1982383 | 51.267 % |
c |    10882        14      198 |   34099   130321   294444 |    39   177612     2843  1982383 | 51.267 % |
c |    10921        14      198 |   34099   130321   294444 |    39   187612     2847  1982383 | 51.267 % |
c |    10964        14      198 |   34099   130321   294444 |    39   197612     2853  1982383 | 51.267 % |
c |    11018        14      198 |   34099   130321   294444 |    40   104814     2858  2085181 | 51.267 % |
c |    11070        14      198 |   34099   130321   294444 |    40   114814     2861  2085181 | 51.267 % |
c |    11117        14      198 |   34099   130321   294444 |    40   124814     2865  2085181 | 51.267 % |
c |    11175        14      198 |   34099   130321   294444 |    40   134814     2867  2085181 | 51.267 % |
c |    11222        14      198 |   34099   130321   294444 |    40   144814     2868  2085181 | 51.267 % |
c |    11271        14      198 |   34099   130321   294444 |    40   154814     2873  2085181 | 51.267 % |
c |    11280        14      199 |   34099   130321   294444 |    40   164814     2875  2085181 | 51.267 % |
c |    11280        14      200 |   34099   130321   294444 |    40   174814     2876  2085181 | 51.267 % |
c |    11327        14      200 |   34099   130321   294444 |    40   184814     2878  2085181 | 51.267 % |
c |    11399        14      200 |   34099   130321   294444 |    40   194814     2881  2085181 | 51.267 % |
c |    11457        14      199 |   34099   130321   294444 |    40   204814     2884  2085181 | 51.267 % |
c |    11518        14      199 |   34099   130321   294444 |    41   109421     2888  2190574 | 51.267 % |
c |    11582        14      199 |   34099   130321   294444 |    41   119421     2891  2190574 | 51.267 % |
c |    11643        14      199 |   34099   130321   294444 |    41   129421     2894  2190574 | 51.267 % |
c |    11712        14      198 |   34099   130321   294444 |    41   139421     2898  2190574 | 51.267 % |
c |    11752        14      199 |   34099   130321   294444 |    41   149421     2902  2190574 | 51.267 % |
c |    11817        14      198 |   34099   130321   294444 |    41   159421     2907  2190574 | 51.267 % |
c |    11893        14      198 |   34099   130321   294444 |    41   169421     2911  2190574 | 51.267 % |
c |    11931        14      198 |   34099   130321   294444 |    41   179421     2915  2190574 | 51.267 % |
c |    11931        14      199 |   34099   130321   294444 |    41   189421     2920  2190574 | 51.267 % |
c |    11980        14      199 |   34099   130321   294444 |    41   199421     2922  2190574 | 51.267 % |
c |    12025        14      199 |   34099   130321   294444 |    41   209421     2928  2190574 | 51.267 % |
c |    12080        14      199 |   34099   130321   294444 |    42   111426     2931  2298569 | 51.267 % |
c |    12131        14      199 |   34099   130321   294444 |    42   121426     2936  2298569 | 51.267 % |
c |    12166        14      199 |   34099   130321   294444 |    42   131426     2946  2298569 | 51.267 % |
c |    12224        14      199 |   34099   130321   294444 |    42   141426     2947  2298569 | 51.267 % |
c |    12277        14      199 |   34099   130321   294444 |    42   151426     2949  2298569 | 51.267 % |
c |    12325        14      199 |   34099   130321   294444 |    42   161426     2952  2298569 | 51.267 % |
c |    12357        14      199 |   34099   130321   294444 |    42   171426     2952  2298569 | 51.267 % |
c |    12405        14      199 |   34099   130321   294444 |    42   181426     2952  2298569 | 51.267 % |
c |    12471        14      199 |   34099   130321   294444 |    42   191426     2957  2298569 | 51.267 % |
c |    12531        14      199 |   34099   130321   294444 |    42   201426     2964  2298569 | 51.267 % |
c |    12553        14      199 |   34099   130321   294444 |    42   211426     2967  2298569 | 51.267 % |
c |    12604        19      199 |   34099   130321   294444 |    43   110829     2973  2409166 | 51.267 % |
c |    12651        19      199 |   34099   130321   294444 |    43   120829     2975  2409166 | 51.267 % |
c |    12707        19      199 |   34099   130321   294444 |    43   130829     2980  2409166 | 51.267 % |
c |    12746        19      200 |   34099   130321   294444 |    43   140829     2987  2409166 | 51.267 % |
c |    12801        19      199 |   34099   130321   294444 |    43   150829     2990  2409166 | 51.267 % |
c |    12833        19      200 |   34099   130321   294444 |    43   160829     2994  2409166 | 51.267 % |
c |    12872        19      200 |   34099   130321   294444 |    43   170829     2995  2409166 | 51.267 % |
c |    12903        19      200 |   34099   130321   294444 |    43   180829     2996  2409166 | 51.267 % |
c |    12941        19      200 |   34099   130321   294444 |    43   190829     3001  2409166 | 51.267 % |
c |    12987        19      200 |   34099   130321   294444 |    43   200829     3008  2409166 | 51.267 % |
c |    13007        19      201 |   34099   130321   294444 |    43   210829     3013  2409166 | 51.267 % |
c |    13023        19      201 |   34099   130321   294444 |    43   220829     3015  2409166 | 51.267 % |
c |    13060        20      202 |   34099   130321   294444 |    44   117626     3017  2522369 | 51.267 % |
c |    13116        20      202 |   34099   130321   294444 |    44   127626     3021  2522369 | 51.267 % |
c |    13150        20      202 |   34099   130321   294444 |    44   137626     3024  2522369 | 51.267 % |
c |    13203        20      202 |   34099   130321   294444 |    44   147626     3027  2522369 | 51.267 % |
c |    13256        20      202 |   34099   130321   294444 |    44   157626     3028  2522369 | 51.267 % |
c |    13289        20      202 |   34099   130321   294444 |    44   167626     3032  2522369 | 51.267 % |
c |    13333        20      202 |   34099   130321   294444 |    44   177626     3036  2522369 | 51.267 % |
c |    13390        20      202 |   34099   130321   294444 |    44   187626     3042  2522369 | 51.267 % |
c |    13479        20      201 |   34099   130321   294444 |    44   197626     3044  2522369 | 51.267 % |
c |    13535        20      201 |   34099   130321   294444 |    44   207626     3048  2522369 | 51.267 % |
c |    13583        20      201 |   34099   130321   294444 |    44   217626     3049  2522369 | 51.267 % |
c |    13642        20      201 |   34099   130321   294444 |    44   227626     3051  2522369 | 51.267 % |
c |    13676        20      201 |   34099   130321   294444 |    45   121834     3053  2638161 | 51.267 % |
c |    13743        20      201 |   34099   130321   294444 |    45   131834     3053  2638161 | 51.267 % |
c |    13805        20      201 |   34099   130321   294444 |    45   141834     3059  2638161 | 51.267 % |
c |    13829        20      201 |   34099   130321   294444 |    45   151834     3065  2638161 | 51.267 % |
c |    13873        20      201 |   34099   130321   294444 |    45   161834     3073  2638161 | 51.267 % |
c |    13890        20      202 |   34099   130321   294444 |    45   171834     3077  2638161 | 51.267 % |
c |    13931        20      202 |   34099   130321   294444 |    45   181834     3080  2638161 | 51.267 % |
c |    13960        20      202 |   34099   130321   294444 |    45   191834     3081  2638161 | 51.267 % |
c |    13994        20      202 |   34099   130321   294444 |    45   201834     3083  2638161 | 51.267 % |
c |    14048        20      202 |   34099   130321   294444 |    45   211834     3086  2638161 | 51.267 % |
c |    14112        20      202 |   34099   130321   294444 |    45   221834     3095  2638161 | 51.267 % |
c |    14187        20      202 |   34099   130321   294444 |    45   231834     3099  2638161 | 51.267 % |
c |    14253        20      202 |   34099   130321   294444 |    46   123423     3102  2756572 | 51.267 % |
c |    14266        20      202 |   34099   130321   294444 |    46   133423     3106  2756572 | 51.267 % |
c |    14303        20      202 |   34099   130321   294444 |    46   143423     3108  2756572 | 51.267 % |
c |    14323        20      203 |   34099   130321   294444 |    46   153423     3110  2756572 | 51.267 % |
c |    14365        20      203 |   34099   130321   294444 |    46   163423     3114  2756572 | 51.267 % |
c |    14428        20      203 |   34099   130321   294444 |    46   173423     3116  2756572 | 51.267 % |
c |    14464        20      203 |   34099   130321   294444 |    46   183423     3118  2756572 | 51.267 % |
c |    14485        20      203 |   34099   130321   294444 |    46   193423     3121  2756572 | 51.267 % |
